,ENTREZID,SYMBOL,TAIR
831,837158,ACD31.2,AT1G06460
832,837158,ACD32.1,AT1G06460
833,837159,NA,AT1G06470
834,2745744,NA,AT1G06475
835,837160,ATGSL07,AT1G06490
836,837160,atgsl7,AT1G06490
837,837160,CalS7,AT1G06490
838,837160,gsl07,AT1G06490
839,837160,GSL07,AT1G06490
840,837160,GSL7,AT1G06490
841,837161,NA,AT1G06500
842,837162,NA,AT1G06510
843,5007668,NA,AT1G06515
844,837163,ATGPAT1,AT1G06520
845,837163,GPAT1,AT1G06520
846,837163,sn-2-GPAT1,AT1G06520
847,837164,PMD2,AT1G06530
848,837165,NA,AT1G06540
849,837166,NA,AT1G06550
850,837167,NA,AT1G06560
851,837168,HPD,AT1G06570
852,837168,HPPD,AT1G06570
853,837168,PDS1,AT1G06570
854,837169,NA,AT1G06580
855,837170,NA,AT1G06590
856,837171,NA,AT1G06620
857,837172,NA,AT1G06630
858,837173,NA,AT1G06640
859,3766668,NA,AT1G06645
860,837175,NA,AT1G06650
861,837176,JASON,AT1G06660
862,837177,NIH,AT1G06670
863,837178,OE23,AT1G06680
864,837178,OEE2,AT1G06680
865,837178,PSBP-1,AT1G06680
866,837178,PSII-P,AT1G06680
867,837179,NA,AT1G06690
868,837180,NA,AT1G06700
869,837181,MTSF1,AT1G06710
870,837182,NA,AT1G06720
871,837184,NA,AT1G06730
872,837186,NA,AT1G06750
873,837187,NA,AT1G06760
874,837188,DRIP1,AT1G06770
875,837189,GAUT6,AT1G06780
876,837190,NA,AT1G06790
877,837191,DALL4,AT1G06800
878,837191,PLA-I{gamma}1,AT1G06800
879,837192,NA,AT1G06810
880,837193,CCR2,AT1G06820
881,837193,CRTISO,AT1G06820
882,837195,NA,AT1G06830
883,837196,NA,AT1G06840
884,837197,AtbZIP52,AT1G06850
885,837197,bZIP52,AT1G06850
886,837198,Plsp2A,AT1G06870
887,837199,NA,AT1G06890
888,837200,NA,AT1G06900
889,837201,TRFL7,AT1G06910
890,837202,ATOFP4,AT1G06920
891,837202,OFP4,AT1G06920
892,3766672,NA,AT1G06923
893,837203,NA,AT1G06925
894,837204,NA,AT1G06930
895,837205,ATTIC110,AT1G06950
896,837205,TIC110,AT1G06950
897,837206,NA,AT1G06960
898,837207,ATCHX14,AT1G06970
899,837207,CHX14,AT1G06970
900,837208,NA,AT1G06980
901,837209,NA,AT1G06990
902,837210,ATEXO70B2,AT1G07000
903,837210,EXO70B2,AT1G07000
904,837211,AtSLP1,AT1G07010
905,837211,SLP1,AT1G07010
906,837212,NA,AT1G07020
907,837213,NA,AT1G07025
908,837214,NA,AT1G07030
909,837215,NA,AT1G07040
910,837216,NA,AT1G07050
911,837217,ATDFO,AT1G07060
912,837217,DFO,AT1G07060
913,837218,NA,AT1G07070
914,837219,NA,AT1G07080
915,837220,LSH6,AT1G07090
916,837221,ATF2KP,AT1G07110
917,837221,F2KP,AT1G07110
918,837221,FKFBP,AT1G07110
919,837222,NA,AT1G07120
920,837223,ATSTN1,AT1G07130
921,837223,STN1,AT1G07130
922,837224,NA,AT1G07135
923,837225,SIRANBP,AT1G07140
924,837226,MAPKKK13,AT1G07150
925,837227,NA,AT1G07160
926,837228,NA,AT1G07170
927,6241425,NA,AT1G07175
928,837229,ATNDI1,AT1G07180
929,837229,NDA1,AT1G07180
930,837230,NA,AT1G07190
931,837231,SMXL6,AT1G07200
932,837232,NA,AT1G07210
933,837233,NA,AT1G07220
934,837234,NPC1,AT1G07230
935,837235,UGT71C5,AT1G07240
936,837236,UGT71C4,AT1G07250
937,837237,UGT71C3,AT1G07260
938,837238,NA,AT1G07270
939,837239,NA,AT1G07280
940,837240,GONST2,AT1G07290
941,837241,NA,AT1G07300
942,837242,NA,AT1G07310
943,837243,EMB2784,AT1G07320
944,837243,PRPL4,AT1G07320
945,837243,RPL4,AT1G07320
946,837244,NA,AT1G07330
947,837245,ATSTP2,AT1G07340
948,837245,STP2,AT1G07340
949,837246,SR45a,AT1G07350
950,837248,MAC5A,AT1G07360
951,837249,ATPCNA1,AT1G07370
952,837249,PCNA1,AT1G07370
953,837250,NA,AT1G07380
954,837251,AtRLP1,AT1G07390
955,837251,RLP1,AT1G07390
956,837252,NA,AT1G07400
957,837253,ATRAB-A2B,AT1G07410
958,837253,ATRABA2B,AT1G07410
959,837253,RAB-A2B,AT1G07410
960,837253,RABA2b,AT1G07410
961,837254,ATSMO1,AT1G07420
962,837254,SMO2-1,AT1G07420
963,837255,AIP1,AT1G07430
964,837255,AtAIP1,AT1G07430
965,837255,HAI2,AT1G07430
966,837255,HON,AT1G07430
967,837256,NA,AT1G07440
968,837257,NA,AT1G07450
969,837258,NA,AT1G07460
970,837259,NA,AT1G07470
971,837260,NA,AT1G07473
972,837261,NA,AT1G07476
973,837262,NA,AT1G07480
974,5007669,NA,AT1G07485
975,837263,DVL9,AT1G07490
976,837263,RTFL3,AT1G07490
977,837264,SMR5,AT1G07500
978,837265,ftsh10,AT1G07510
979,837266,NA,AT1G07520
980,837267,ATGRAS2,AT1G07530
981,837267,GRAS2,AT1G07530
982,837267,SCL14,AT1G07530
983,837268,TRFL2,AT1G07540
984,837269,NA,AT1G07550
985,837270,NA,AT1G07560
986,837271,APK1,AT1G07570
987,837271,APK1A,AT1G07570
988,837272,NA,AT1G07590
989,837273,ATMT-2,AT1G07600
990,837273,ATMT-Q,AT1G07600
991,837273,ATMT1,AT1G07600
992,837273,LSR4,AT1G07600
993,837273,MT-Q,AT1G07600
994,837273,MT1,AT1G07600
995,837273,MT1A,AT1G07600
996,837274,MT1C,AT1G07610
997,5007670,NA,AT1G07615
998,837275,ATOBGM,AT1G07620
999,837275,TRM32,AT1G07620
1000,837276,PLL5,AT1G07630
1001,837277,OBP2,AT1G07640
1002,837277,URP3,AT1G07640
1003,2745745,ATDSI-1VOC,AT1G07645
1004,2745745,DSI-1VOC,AT1G07645
1005,837278,NA,AT1G07650
1006,837279,NA,AT1G07660
1007,837280,ATECA4,AT1G07670
1008,837280,ECA4,AT1G07670
1009,837281,NA,AT1G07680
1010,837282,NA,AT1G07690
1011,837283,NA,AT1G07700
1012,837284,NOT2a,AT1G07705
1013,837285,NA,AT1G07710
1014,837286,KCS3,AT1G07720
1015,837287,ATEXO70H6,AT1G07725
1016,837287,EXO70H6,AT1G07725
1017,2745746,NA,AT1G07730
1018,837288,NA,AT1G07740
1019,837289,ATRAD51D,AT1G07745
1020,837289,RAD51D,AT1G07745
1021,837289,SSN1,AT1G07745
1022,5007672,NA,AT1G07747
1023,837290,NA,AT1G07750
1024,837291,RPS15A,AT1G07770
1025,837292,PAI1,AT1G07780
1026,837292,TRP6,AT1G07780
1027,837293,HTB1,AT1G07790
1028,837294,NA,AT1G07795
1029,837296,ACA3,AT1G07810
1030,837296,ATECA1,AT1G07810
1031,837296,ECA1,AT1G07810
1032,837297,NA,AT1G07820
1033,837298,NA,AT1G07830
1034,837299,NA,AT1G07840
1035,837300,NA,AT1G07850
1036,837301,NA,AT1G07860
1037,837302,NA,AT1G07870
1038,837303,ATMPK13,AT1G07880
1039,7922436,NA,AT1G07885
1040,837304,APX1,AT1G07890
1041,837304,ATAPX01,AT1G07890
1042,837304,ATAPX1,AT1G07890
1043,837304,CS1,AT1G07890
1044,837304,MEE6,AT1G07890
1045,837305,LBD1,AT1G07900
1046,6240572,NA,AT1G07901
1047,837306,AtRLG1,AT1G07910
1048,837306,ATRNL,AT1G07910
1049,837306,RNL,AT1G07910
1050,837307,NA,AT1G07920
1051,837308,NA,AT1G07930
1052,837309,NA,AT1G07940
1053,837310,MED22B,AT1G07950
1054,837311,ATPDIL5-1,AT1G07960
1055,837311,PDIL5-1,AT1G07960
1056,837312,NA,AT1G07970
1057,837313,NF-YC10,AT1G07980
1058,2745747,NA,AT1G07985
1059,837314,NA,AT1G07990
1060,837315,GATA10,AT1G08000
1061,28716759,NA,AT1G08005
1062,837316,GATA11,AT1G08010
1063,837318,AQC1,AT1G08030
1064,837318,TPST,AT1G08030
1065,837319,NA,AT1G08035
1066,837320,NA,AT1G08040
1067,837321,NA,AT1G08050
1068,837322,MOM,AT1G08060
1069,837322,MOM1,AT1G08060
1070,837324,ACA5,AT1G08065
1071,837324,ATACA5,AT1G08065
1072,837325,EMB3102,AT1G08070
1073,837325,OTP82,AT1G08070
1074,837326,ACA7,AT1G08080
1075,837326,ATACA7,AT1G08080
1076,837327,ACH1,AT1G08090
1077,837327,ATNRT2.1,AT1G08090
1078,837327,ATNRT2:1,AT1G08090
1079,837327,LIN1,AT1G08090
1080,837327,NRT2,AT1G08090
1081,837327,NRT2.1,AT1G08090
1082,837327,NRT2:1,AT1G08090
1083,837327,NRT2;1AT,AT1G08090
1084,837328,ACH2,AT1G08100
1085,837328,ATNRT2.2,AT1G08100
1086,837328,NRT2.2,AT1G08100
1087,837328,NRT2;2AT,AT1G08100
1088,837330,NA,AT1G08110
1089,837331,NA,AT1G08120
1090,2745748,NA,AT1G08125
1091,837333,ATLIG1,AT1G08130
1092,837333,LIG1,AT1G08130
1093,837334,ATCHX6B,AT1G08135
1094,837334,CHX6B,AT1G08135
1095,837335,ATCHX6A,AT1G08140
1096,837335,CHX6A,AT1G08140
1097,837336,ATCHX5,AT1G08150
1098,837336,CHX5,AT1G08150
1099,837337,NA,AT1G08160
1100,6241460,NA,AT1G08165
1101,837338,NA,AT1G08170
1102,837339,NA,AT1G08180
1103,837340,ATVAM2,AT1G08190
1104,837340,ATVPS41,AT1G08190
1105,837340,VAM2,AT1G08190
1106,837340,VPS41,AT1G08190
1107,837340,ZIP2,AT1G08190
1108,837341,AXS2,AT1G08200
1109,837342,NA,AT1G08210
1110,837343,NA,AT1G08220
1111,837344,NA,AT1G08230
1112,837345,ADT6,AT1G08250
1113,837345,AtADT6,AT1G08250
1114,837346,ABO4,AT1G08260
1115,837346,EMB142,AT1G08260
1116,837346,EMB2284,AT1G08260
1117,837346,EMB529,AT1G08260
1118,837346,ESD7,AT1G08260
1119,837346,POL2A,AT1G08260
1120,837346,TIL1,AT1G08260
1121,837347,NA,AT1G08270
1122,837348,NA,AT1G08280
1123,837349,WIP3,AT1G08290
1124,837350,NVL,AT1G08300
1125,837351,NA,AT1G08310
1126,837352,NA,AT1G08315
1127,837353,bZIP21,AT1G08320
1128,837353,TGA9,AT1G08320
1129,837354,NA,AT1G08340
1130,837355,NA,AT1G08350
1131,837356,NA,AT1G08360
1132,837357,ATDCP1,AT1G08370
1133,837357,DCP1,AT1G08370
1134,837358,PSAO,AT1G08380
1135,837359,NA,AT1G08390
1136,837360,NA,AT1G08400
1137,837361,NA,AT1G08410
1138,837362,BSL2,AT1G08420
1139,837363,ALMT1,AT1G08430
1140,837363,ATALMT1,AT1G08430
1141,837364,NA,AT1G08440
1142,837365,AtCRT3,AT1G08450
1143,837365,CRT3,AT1G08450
1144,837365,EBS2,AT1G08450
1145,837365,PSL1,AT1G08450
1146,837366,ATHDA8,AT1G08460
1147,837366,HDA08,AT1G08460
1148,837366,HDA8,AT1G08460
1149,3766682,YAB2,AT1G08465
1150,837368,SSL3,AT1G08470
1151,837369,SDH6,AT1G08480
1152,837370,ATCPNIFS,AT1G08490
1153,837370,ATNFS2,AT1G08490
1154,837370,ATSUFS,AT1G08490
1155,837370,CPNIFS,AT1G08490
1156,837370,SUFS,AT1G08490
1157,837371,AtENODL18,AT1G08500
1158,837371,ENODL18,AT1G08500
1159,837372,FATB,AT1G08510
1160,837374,ALB-1V,AT1G08520
1161,837374,ALB1,AT1G08520
1162,837374,CHLD,AT1G08520
1163,837374,PDE166,AT1G08520
1164,837374,V157,AT1G08520
1165,837375,NA,AT1G08530
1166,837376,ABC1,AT1G08540
1167,837376,ATSIG1,AT1G08540
1168,837376,ATSIG2,AT1G08540
1169,837376,SIG1,AT1G08540
1170,837376,SIG2,AT1G08540
1171,837376,SIGA,AT1G08540
1172,837376,SIGB,AT1G08540
1173,837377,AVDE1,AT1G08550
1174,837377,NPQ1,AT1G08550
1175,837378,ATSYP111,AT1G08560
1176,837378,KN,AT1G08560
1177,837378,SYP111,AT1G08560
1178,837379,ACHT4,AT1G08570
1179,837380,NA,AT1G08580
1180,837381,NA,AT1G08590
1181,837382,ATRX,AT1G08600
1182,837382,CHR20,AT1G08600
1183,837383,NA,AT1G08610
1184,837384,PKDM7D,AT1G08620
1185,837385,THA1,AT1G08630
1186,837386,CJD1,AT1G08640
1187,837387,ATPPCK1,AT1G08650
1188,837387,PPCK1,AT1G08650
1189,837388,MGP2,AT1G08660
1190,837389,NA,AT1G08670
1191,837390,AGD14,AT1G08680
1192,837390,ZIGA4,AT1G08680
1193,3766683,SCRL3,AT1G08695
1194,837391,PS1,AT1G08700
1195,837392,NA,AT1G08710
1196,837393,ATEDR1,AT1G08720
1197,837393,EDR1,AT1G08720
1198,837394,ATXIC,AT1G08730
1199,837394,XIC,AT1G08730
1200,837397,NA,AT1G08750
1201,837398,NA,AT1G08760
1202,837399,PRA1.E,AT1G08770
1203,837400,AIP3,AT1G08780
1204,837400,PFD4,AT1G08780
1205,837401,NA,AT1G08790
1206,837402,MyoB1,AT1G08800
1207,837403,AtMYB60,AT1G08810
1208,837403,MYB60,AT1G08810
1209,837404,VAP27-2,AT1G08820
1210,837405,CSD1,AT1G08830
1211,837406,emb2411,AT1G08840
1212,837407,NA,AT1G08845
1213,837408,BON3,AT1G08860
1214,837409,G-H2AX,AT1G08880
1215,837409,GAMMA-H2AX,AT1G08880
1216,837409,H2AXA,AT1G08880
1217,837409,HTA5,AT1G08880
1218,837410,NA,AT1G08890
1219,837411,NA,AT1G08900
1220,837412,NA,AT1G08910
1221,837413,ESL1,AT1G08920
1222,837414,ERD6,AT1G08930
1223,837415,NA,AT1G08940
1224,837416,ATCAX11,AT1G08960
1225,837416,AtCXX5,AT1G08960
1226,837416,CAX11,AT1G08960
1227,837416,CCX5,AT1G08960
1228,837417,HAP5C,AT1G08970
1229,837417,NF-YC9,AT1G08970
1230,837418,AMI1,AT1G08980
1231,837418,ATAMI1,AT1G08980
1232,837418,ATTOC64-I,AT1G08980
1233,837418,TOC64-I,AT1G08980
1234,837419,NA,AT1G08985
1235,837420,GUX5,AT1G08990
1236,837420,PGSIP5,AT1G08990
1237,837421,ANP1,AT1G09000
1238,837421,MAPKKK1,AT1G09000
1239,837421,NP1,AT1G09000
1240,837422,NA,AT1G09010
1241,837423,ATSNF4,AT1G09020
1242,837423,SNF4,AT1G09020
1243,837424,NF-YB4,AT1G09030
1244,837425,NA,AT1G09040
1245,837426,NA,AT1G09050
1246,837427,NA,AT1G09060
1247,837428,(AT)SRC2,AT1G09070
1248,837428,AtSRC2,AT1G09070
1249,837428,SRC2,AT1G09070
1250,837429,BIP3,AT1G09080
1251,837430,ATRBOHB,AT1G09090
1252,837430,ATRBOHB-BETA,AT1G09090
1253,837430,RBOHB,AT1G09090
1254,837431,RPT5B,AT1G09100
1255,837432,NA,AT1G09130
1256,837433,At-SR30,AT1G09140
1257,837433,ATSRP30,AT1G09140
1258,837433,ATSRP30.1,AT1G09140
1259,837433,ATSRP30.2,AT1G09140
1260,837433,SR30,AT1G09140
1261,837434,NA,AT1G09150
1262,837435,AtPP2-B15,AT1G09155
1263,837435,PP2-B15,AT1G09155
1264,3766688,NA,AT1G09157
1265,837436,NA,AT1G09160
1266,837437,NA,AT1G09170
1267,6240938,NA,AT1G09176
1268,837438,ATSAR1,AT1G09180
1269,837438,ATSARA1A,AT1G09180
1270,837438,SARA1A,AT1G09180
1271,837439,NA,AT1G09190
1272,6241311,NA,AT1G09195
1273,837440,H3.1,AT1G09200
1274,837441,AtCRT1b,AT1G09210
1275,837441,CRT1b,AT1G09210
1276,837442,NA,AT1G09220
1277,837443,NA,AT1G09230
1278,837444,ATNAS3,AT1G09240
1279,837444,NAS3,AT1G09240
1280,837445,NA,AT1G09245
1281,837446,AIF4,AT1G09250
1282,837447,NA,AT1G09260
1283,837448,IMPA-4,AT1G09270
1284,837449,NA,AT1G09280
1285,837450,NA,AT1G09290
1286,837451,NA,AT1G09300
1287,837452,NA,AT1G09310
1288,837453,NA,AT1G09320
1289,837454,ECH,AT1G09330
1290,837455,CRB,AT1G09340
1291,837455,CSP41B,AT1G09340
1292,837455,HIP1.3,AT1G09340
1293,837457,AtGolS3,AT1G09350
1294,837457,GolS3,AT1G09350
1295,837458,NA,AT1G09360
1296,837459,NA,AT1G09370
1297,837460,UMAMIT25,AT1G09380
1298,837461,NA,AT1G09390
1299,837462,NA,AT1G09400
1300,837463,NA,AT1G09410
1301,837464,NIMIN-3,AT1G09415
1302,837465,G6PD4,AT1G09420
1303,837466,ACLA-3,AT1G09430
1304,837467,NA,AT1G09440
1305,837468,AtHaspin,AT1G09450
1306,837468,Haspin,AT1G09450
1307,837469,NA,AT1G09460
1308,837470,NA,AT1G09470
1309,837471,NA,AT1G09480
1310,837472,NA,AT1G09483
1311,837474,NA,AT1G09490
1312,837475,NA,AT1G09500
1313,837476,NA,AT1G09510
1314,837478,NA,AT1G09520
1315,837479,PAP3,AT1G09530
1316,837479,PIF3,AT1G09530
1317,837479,POC1,AT1G09530
1318,837480,ATMYB61,AT1G09540
1319,837480,MYB61,AT1G09540
1320,837481,NA,AT1G09550
1321,837482,GLP5,AT1G09560
1322,837482,PDGLP1,AT1G09560
1323,837483,FHY2,AT1G09570
1324,837483,FRE1,AT1G09570
1325,837483,HY8,AT1G09570
1326,837483,PHYA,AT1G09570
1327,837484,NA,AT1G09575
1328,837485,NA,AT1G09580
1329,837486,NA,AT1G09590
1330,837487,NA,AT1G09600
1331,837488,GXM3,AT1G09610
1332,837489,NA,AT1G09620
1333,5007674,NA,AT1G09625
1334,837490,ATRAB-A2A,AT1G09630
1335,837490,ATRAB11C,AT1G09630
1336,837490,ATRABA2A,AT1G09630
1337,837490,RAB-A2A,AT1G09630
1338,837490,RAB11c,AT1G09630
1339,837491,NA,AT1G09640
1340,837492,NA,AT1G09645
1341,837493,NA,AT1G09650
1342,837494,NA,AT1G09660
1343,837495,NA,AT1G09665
1344,837496,NA,AT1G09680
1345,837497,NA,AT1G09690
1346,837498,DRB1,AT1G09700
1347,837498,HYL1,AT1G09700
1348,837499,NA,AT1G09710
1349,837500,NET2B,AT1G09720
1350,837501,NA,AT1G09730
1351,837502,NA,AT1G09740
1352,837504,NA,AT1G09750
1353,837505,U2A',AT1G09760
1354,837506,ATCDC5,AT1G09770
1355,837506,ATMYBCDC5,AT1G09770
1356,837506,CDC5,AT1G09770
1357,837507,iPGAM1,AT1G09780
1358,837508,COBL6,AT1G09790
1359,10723123,NA,AT1G09794
1360,837509,ATATP-PRT2,AT1G09795
1361,837509,ATP-PRT2,AT1G09795
1362,837509,HISN1B,AT1G09795
1363,837510,NA,AT1G09800
1364,837511,ECT11,AT1G09810
1365,837512,NA,AT1G09812
1366,837513,POLD4,AT1G09815
1367,837514,NA,AT1G09820
1368,837515,PUR2,AT1G09830
1369,837516,AtHIR1,AT1G09840
1370,837516,ATSK41,AT1G09840
1371,837516,HIR1,AT1G09840
1372,837516,SK41,AT1G09840
1373,837517,XBCP3,AT1G09850
1374,837518,ATPUP16,AT1G09860
1375,837518,PUP16,AT1G09860
1376,837519,NA,AT1G09870
1377,837520,NA,AT1G09880
1378,837521,NA,AT1G09890
1379,837522,NA,AT1G09900
1380,837523,NA,AT1G09910
1381,837524,NA,AT1G09920
1382,837525,ATOPT2,AT1G09930
1383,837525,OPT2,AT1G09930
1384,837526,NA,AT1G09932
1385,837527,NA,AT1G09935
1386,837528,HEMA2,AT1G09940
1387,837529,RAS1,AT1G09950
1388,837530,ATSUC4,AT1G09960
1389,837530,ATSUT4,AT1G09960
1390,837530,SUC4,AT1G09960
1391,837530,SUT4,AT1G09960
1392,837531,LRR,AT1G09970
1393,837531,RLK7,AT1G09970
1394,837532,NA,AT1G09980
1395,837534,NA,AT1G09995
1396,837535,NA,AT1G10000
1397,837536,AAP8,AT1G10010
1398,837536,ATAAP8,AT1G10010
1399,837537,NA,AT1G10020
1400,837538,ERG28,AT1G10030
1401,837539,NA,AT1G10040
1402,837540,NA,AT1G10050
1403,837542,ATBCAT-1,AT1G10060
1404,837542,BCAT-1,AT1G10060
1405,837542,BCAT1,AT1G10060
1406,837543,ATBCAT-2,AT1G10070
1407,837543,BCAT-2,AT1G10070
1408,837543,BCAT2,AT1G10070
1409,837544,NA,AT1G10090
1410,837545,NA,AT1G10095
1411,837546,NA,AT1G10100
1412,837548,NA,AT1G10110
1413,837549,NA,AT1G10120
1414,837550,ATECA3,AT1G10130
1415,837550,ECA3,AT1G10130
1416,837551,NA,AT1G10140
1417,837552,NA,AT1G10150
1418,837553,ATPP2-A10,AT1G10155
1419,837553,PP2-A10,AT1G10155
1420,837555,ATNFXL1,AT1G10170
1421,837555,NFXL1,AT1G10170
1422,837556,NA,AT1G10180
1423,837557,NA,AT1G10190
1424,837558,AtWLIM1,AT1G10200
1425,837558,WLIM1,AT1G10200
1426,837559,ATMPK1,AT1G10210
1427,837559,MPK1,AT1G10210
1428,28717228,NA,AT1G10220
1429,837562,ASK18,AT1G10230
1430,837562,SK18,AT1G10230
1431,837563,FRS11,AT1G10240
1432,837564,NA,AT1G10250
1433,837566,GRP23,AT1G10270
1434,837567,NA,AT1G10280
1435,837568,ADL6,AT1G10290
1436,837568,DRP2A,AT1G10290
1437,837569,NA,AT1G10300
1438,837570,NA,AT1G10310
1439,837571,NA,AT1G10320
1440,837572,NA,AT1G10330
1441,837573,NA,AT1G10340
1442,837574,NA,AT1G10350
1443,837575,ATGSTU18,AT1G10360
1444,837575,GST29,AT1G10360
1445,837575,GSTU18,AT1G10360
1446,837576,ATGSTU17,AT1G10370
1447,837576,ERD9,AT1G10370
1448,837576,GST30,AT1G10370
1449,837576,GST30B,AT1G10370
1450,837576,GSTU17,AT1G10370
1451,837577,NA,AT1G10380
1452,837578,NA,AT1G10385
1453,837579,NA,AT1G10390
1454,837580,NA,AT1G10400
1455,837581,NA,AT1G10410
1456,3766692,NA,AT1G10417
1457,837583,PP2A-2,AT1G10430
1458,837584,SNL6,AT1G10450
1459,837585,NA,AT1G10455
1460,837586,GLP7,AT1G10460
1461,837587,ARR4,AT1G10470
1462,837587,ATRR1,AT1G10470
1463,837587,IBC7,AT1G10470
1464,837587,MEE7,AT1G10470
1465,837588,ZFP5,AT1G10480
1466,837589,NA,AT1G10490
1467,837590,ATCPISCA,AT1G10500
1468,837590,CPISCA,AT1G10500
1469,837591,emb2004,AT1G10510
1470,837592,AtPol{lambda},AT1G10520
1471,837592,Pol{lambda},AT1G10520
1472,837593,PRIN2,AT1G10522
1473,837594,NA,AT1G10530
1474,837595,ATNAT8,AT1G10540
1475,837595,NAT8,AT1G10540
1476,837596,XET,AT1G10550
1477,837596,XTH33,AT1G10550
1478,837597,ATPUB18,AT1G10560
1479,837597,PUB18,AT1G10560
1480,837598,OTS2,AT1G10570
1481,837598,ULP1C,AT1G10570
1482,837599,NA,AT1G10580
1483,837600,NA,AT1G10585
1484,6240488,NA,AT1G10586
1485,5007675,NA,AT1G10588
1486,837601,NA,AT1G10590
1487,837603,AMSH2,AT1G10600
1488,837604,NA,AT1G10610
1489,837605,AtPERK11,AT1G10620
1490,837605,PERK11,AT1G10620
1491,837606,ARFA1F,AT1G10630
1492,837606,ATARFA1F,AT1G10630
1493,837607,NA,AT1G10640
1494,837608,NA,AT1G10650
1495,5007676,NA,AT1G10657
1496,837609,NA,AT1G10660
1497,837610,ACLA-1,AT1G10670
1498,837611,ABCB10,AT1G10680
1499,837611,PGP10,AT1G10680
1500,837612,NA,AT1G10690
1501,837613,PRS3,AT1G10700
1502,837614,PHS1,AT1G10710
1503,5007678,NA,AT1G10717
1504,837615,NA,AT1G10720
1505,837616,AP1M1,AT1G10730
1506,837617,NA,AT1G10740
1507,5007679,NA,AT1G10745
1508,5007680,NA,AT1G10747
1509,837618,NA,AT1G10750
1510,837619,GWD,AT1G10760
1511,837619,GWD1,AT1G10760
1512,837619,SEX1,AT1G10760
1513,837619,SOP,AT1G10760
1514,837619,SOP1,AT1G10760
1515,837620,NA,AT1G10770
1516,837621,NA,AT1G10780
1517,837622,NA,AT1G10790
1518,837623,NA,AT1G10800
1519,837624,NA,AT1G10810
1520,837625,NA,AT1G10820
1521,837626,Z-ISO,AT1G10830
1522,837626,Z-ISO1.1,AT1G10830
1523,837626,Z-ISO1.2,AT1G10830
1524,837627,TIF3H1,AT1G10840
1525,3766694,NA,AT1G10850
1526,5007681,NA,AT1G10865
1527,837629,AGD4,AT1G10870
1528,28717231,NA,AT1G10880
1529,837632,NA,AT1G10890
1530,837633,NA,AT1G10900
1531,837634,EMB3103,AT1G10910
1532,837635,LOV1,AT1G10920
1533,837636,ATRECQ4A,AT1G10930
1534,837636,ATSGS1,AT1G10930
1535,837636,RECQ4A,AT1G10930
1536,837637,ASK1,AT1G10940
1537,837637,SNRK2-4,AT1G10940
1538,837637,SNRK2.4,AT1G10940
1539,837637,SRK2A,AT1G10940
1540,837638,AtTMN1,AT1G10950
1541,837638,EMP12,AT1G10950
1542,837638,TMN1,AT1G10950
1543,837639,ATFD1,AT1G10960
1544,837639,FD1,AT1G10960
1545,837640,ATZIP4,AT1G10970
1546,837640,ZIP4,AT1G10970
1547,837641,NA,AT1G10980
1548,837642,NA,AT1G10990
1549,837643,ATMLO4,AT1G11000
1550,837643,MLO4,AT1G11000
1551,837644,NA,AT1G11020
1552,837645,NA,AT1G11040
1553,837646,NA,AT1G11050
1554,837647,NA,AT1G11060
1555,837648,NA,AT1G11070
1556,837649,scpl31,AT1G11080
1557,837650,NA,AT1G11090
1558,837651,NA,AT1G11100
1559,837652,NA,AT1G11110
1560,6240255,NA,AT1G11112
1561,837653,NA,AT1G11120
1562,10723097,NA,AT1G11125
1563,837654,SCM,AT1G11130
1564,837654,SRF9,AT1G11130
1565,837654,SUB,AT1G11130
1566,837655,NA,AT1G11145
1567,837657,NA,AT1G11160
1568,837658,NA,AT1G11170
1569,837659,AtSCAMP2,AT1G11180
1570,837659,SCAMP2,AT1G11180
1571,837660,BFN1,AT1G11190
1572,837660,ENDO1,AT1G11190
1573,837661,NA,AT1G11200
1574,837662,NA,AT1G11210
1575,837663,NA,AT1G11220
1576,837664,NA,AT1G11230
1577,837665,NA,AT1G11240
1578,837666,ATSYP125,AT1G11250
1579,837666,SYP125,AT1G11250
1580,837667,ATSTP1,AT1G11260
1581,837667,STP1,AT1G11260
1582,837669,NA,AT1G11270
1583,837670,NA,AT1G11280
1584,837671,CRR22,AT1G11290
1585,837672,NA,AT1G11300
1586,837673,ATMLO2,AT1G11310
1587,837673,MLO2,AT1G11310
1588,837673,PMR2,AT1G11310
1589,837674,NA,AT1G11320
1590,837675,NA,AT1G11330
1591,837676,NA,AT1G11340
1592,837677,CBRLK1,AT1G11350
1593,837677,RKS2,AT1G11350
1594,837677,SD1-13,AT1G11350
1595,837678,NA,AT1G11360
1596,6240451,NA,AT1G11362
1597,837679,NA,AT1G11370
1598,837680,NA,AT1G11380
1599,837681,NA,AT1G11390
1600,837682,PYM,AT1G11400
1601,837683,NA,AT1G11410
1602,837684,ATDUF2,AT1G11420
1603,837684,DUF2,AT1G11420
1604,837685,MORF9,AT1G11430
1605,837686,NA,AT1G11440
1606,837687,UMAMIT27,AT1G11450
1607,837688,UMAMIT26,AT1G11460
1608,837689,NA,AT1G11470
1609,837690,NRPB10,AT1G11475
1610,837690,NRPD10,AT1G11475
1611,837690,NRPE10,AT1G11475
1612,837691,NA,AT1G11480
1613,837692,NA,AT1G11490
1614,837693,NA,AT1G11500
1615,837694,NA,AT1G11510
1616,837695,NA,AT1G11520
1617,837696,ATCXXS1,AT1G11530
1618,837696,CXXS1,AT1G11530
1619,837697,NA,AT1G11540
