GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT1G27290,42.64743992,-2.125118119,0.278554258,-7.629099386,2.36E-14,2.37E-12
AT5G65010,47.2861097,-1.76373218,0.231489653,-7.619054046,2.56E-14,2.55E-12
AT1G68520,46.38169083,-2.260989836,0.29681926,-7.617395966,2.59E-14,2.57E-12
AT4G35750,94.58521724,-1.476990262,0.195883329,-7.540152948,4.69E-14,4.58E-12
AT4G30270,68.71112473,-2.041641338,0.273794836,-7.456829245,8.86E-14,8.29E-12
AT4G12420,41.35028592,-1.91448078,0.257607319,-7.431779461,1.07E-13,9.87E-12
AT1G08930,45.13986711,-2.191381966,0.297476974,-7.366559974,1.75E-13,1.58E-11
AT4G17460,15.9780368,-3.342351827,0.45414131,-7.359717675,1.84E-13,1.66E-11
AT4G19420,22.68220562,-2.85361312,0.3889877,-7.335998343,2.20E-13,1.96E-11
AT5G48490,34.63624802,-2.371374338,0.323506274,-7.330226725,2.30E-13,2.03E-11
AT3G02550,14.61880816,-4.932897386,0.674083134,-7.317936228,2.52E-13,2.22E-11
AT1G66180,45.37446306,-1.848864381,0.252757548,-7.314774161,2.58E-13,2.26E-11
AT5G21940,48.50608316,-2.393648803,0.328150323,-7.294366753,3.00E-13,2.62E-11
AT1G25550,43.31833942,-1.813833341,0.252652142,-7.179172635,7.01E-13,5.83E-11
AT3G58120,15.39977119,-3.639515005,0.507982172,-7.16465105,7.80E-13,6.46E-11
AT3G06750,37.52624252,-1.852965032,0.260331746,-7.117706766,1.10E-12,8.88E-11
AT1G57990,25.87953904,-2.577237209,0.363247926,-7.094981201,1.29E-12,1.03E-10
AT5G40850,28.20391399,-2.132610729,0.301222187,-7.079859399,1.44E-12,1.14E-10
AT2G10940,360.9516671,-1.57072372,0.224941566,-6.982807799,2.89E-12,2.20E-10
AT4G16980,204.7911011,-1.226260198,0.175600311,-6.983246178,2.88E-12,2.20E-10
AT5G25280,75.00953681,-1.625761209,0.2329607,-6.978692999,2.98E-12,2.26E-10
AT5G02760,14.21561814,-5.659947125,0.812625945,-6.965009131,3.28E-12,2.47E-10
AT3G49940,24.50841671,-2.181377183,0.313780266,-6.951925977,3.60E-12,2.69E-10
AT4G34150,75.41352767,-1.847907616,0.268478585,-6.882886443,5.87E-12,4.24E-10
AT4G30170,24.80177706,-2.240314807,0.325753153,-6.877338832,6.10E-12,4.39E-10
AT1G78460,52.00950383,-1.833979612,0.26782296,-6.847731085,7.50E-12,5.31E-10
AT4G03210,48.82497575,-1.61404902,0.235686331,-6.848292854,7.47E-12,5.31E-10
AT1G32920,48.79351789,-2.019835058,0.29499945,-6.846911277,7.55E-12,5.32E-10
AT3G19030,126.3960814,-2.154846517,0.317595478,-6.784877835,1.16E-11,8.04E-10
AT4G14130,12.5724068,-5.133190778,0.756948093,-6.781430355,1.19E-11,8.20E-10
AT3G05490,34.66635147,-2.017307639,0.299764166,-6.729649057,1.70E-11,1.15E-09
AT1G09070,90.74369841,-1.749686788,0.260446131,-6.718037164,1.84E-11,1.25E-09
AT1G12780,34.52051773,-2.098712331,0.312509451,-6.715676358,1.87E-11,1.26E-09
AT2G23810,47.94652797,-1.810052082,0.270961349,-6.680111713,2.39E-11,1.57E-09
AT1G35140,13.49629479,-4.756567242,0.712472075,-6.676145501,2.45E-11,1.61E-09
AT3G04730,104.3621207,-1.197140318,0.179369785,-6.674147046,2.49E-11,1.63E-09
AT2G23320,38.36216549,-1.783782451,0.268347873,-6.647276267,2.99E-11,1.93E-09
AT4G20260,156.4523614,-1.708116605,0.256999147,-6.646390162,3.00E-11,1.93E-09
AT4G16520,113.7579291,-1.210721821,0.182196276,-6.645151314,3.03E-11,1.94E-09
AT3G01290,50.3606258,-1.911669157,0.287869853,-6.640741083,3.12E-11,1.98E-09
AT1G72150,119.6417829,-2.111600415,0.318779079,-6.624024465,3.50E-11,2.21E-09
AT1G13245,57.0088667,-2.169910833,0.328867286,-6.598135244,4.16E-11,2.62E-09
AT4G24230,15.42792879,-2.972151633,0.453879372,-6.548329387,5.82E-11,3.61E-09
AT3G06070,20.08168542,-2.509081605,0.383853007,-6.536568838,6.29E-11,3.88E-09
AT5G07440,93.95811617,-1.159341995,0.177571876,-6.528860431,6.63E-11,4.07E-09
AT4G32480,16.46868104,-2.820206807,0.43391268,-6.499480055,8.06E-11,4.93E-09
AT1G21910,11.90389329,-4.694070439,0.728329875,-6.444978573,1.16E-10,6.94E-09
AT5G44020,101.5224495,-2.236650143,0.347408624,-6.438096204,1.21E-10,7.23E-09
AT2G06850,179.4339354,-1.866956472,0.290297621,-6.431180756,1.27E-10,7.47E-09
AT3G16770,104.3674342,-1.393912817,0.216804434,-6.429355659,1.28E-10,7.54E-09
AT1G15125,13.37412852,-3.410779921,0.531198845,-6.420909892,1.35E-10,7.94E-09
AT4G10270,11.63023806,-5.304469374,0.836464338,-6.341536794,2.27E-10,1.31E-08
AT5G48485,44.24479501,-1.590338785,0.250806426,-6.340901276,2.28E-10,1.31E-08
AT1G03610,26.25890219,-2.085975496,0.332259487,-6.278151805,3.43E-10,1.95E-08
AT5G37770,43.98004692,-1.82510658,0.292959278,-6.229898544,4.67E-10,2.61E-08
AT2G40610,15.07411125,-3.580359995,0.576689172,-6.208474456,5.35E-10,2.95E-08
AT3G45640,63.94001633,-1.343669303,0.217292939,-6.183676787,6.26E-10,3.42E-08
AT5G44260,12.8665392,-4.158609434,0.676800025,-6.144517254,8.02E-10,4.32E-08
AT2G17880,11.11414342,-3.602201786,0.593173021,-6.072767402,1.26E-09,6.64E-08
AT1G70290,23.77513552,-2.157214197,0.356246187,-6.055402903,1.40E-09,7.35E-08
AT5G12050,10.60582692,-3.653611149,0.604680063,-6.042221952,1.52E-09,7.93E-08
AT3G15630,35.18078796,-2.001540006,0.332476538,-6.020093982,1.74E-09,9.04E-08
AT5G65390,20.01126984,-2.451829413,0.407779063,-6.012641743,1.83E-09,9.44E-08
AT4G37610,13.1252311,-3.166162367,0.526622698,-6.012202624,1.83E-09,9.44E-08
AT5G24210,26.17545402,-1.99697627,0.333358325,-5.990479674,2.09E-09,1.07E-07
AT2G44080,18.69330247,-2.357535796,0.394161759,-5.981137796,2.22E-09,1.11E-07
AT1G54740,14.88420047,-2.775035045,0.464455816,-5.974809553,2.30E-09,1.16E-07
AT4G19160,54.50953791,-1.329041667,0.222884857,-5.962906971,2.48E-09,1.24E-07
AT3G46600,22.20890457,-2.265251451,0.380278135,-5.956828017,2.57E-09,1.27E-07
AT4G24275,12.34062639,-3.172030814,0.532875446,-5.952668371,2.64E-09,1.29E-07
AT4G12470,56.9486167,-1.831890245,0.307824057,-5.951095117,2.66E-09,1.30E-07
AT2G24550,32.47686653,-1.842088932,0.310078588,-5.940716324,2.84E-09,1.38E-07
AT1G19380,17.93300402,-2.391654169,0.404300951,-5.915529412,3.31E-09,1.60E-07
AT2G33830,291.8669309,-1.719970637,0.290991835,-5.910717868,3.41E-09,1.64E-07
AT5G18650,41.64170559,-1.604885113,0.271793972,-5.904785536,3.53E-09,1.69E-07
AT1G71030,38.00577826,-1.690177963,0.286565241,-5.898056432,3.68E-09,1.75E-07
AT2G45180,322.7772938,-1.679281054,0.288328424,-5.824195305,5.74E-09,2.66E-07
AT5G25460,94.44787179,-1.542167899,0.265409843,-5.810515092,6.23E-09,2.87E-07
AT5G62280,8.996637925,-4.956471185,0.855346818,-5.794691788,6.84E-09,3.14E-07
AT5G56550,10.92635612,-3.816409011,0.659178343,-5.789645622,7.05E-09,3.23E-07
AT1G64720,346.3725978,-1.774581793,0.307709835,-5.767062314,8.07E-09,3.65E-07
AT1G55960,24.90012842,-1.919519054,0.333492695,-5.75580539,8.62E-09,3.88E-07
AT3G47340,34.3236025,-2.111336456,0.36813282,-5.735257328,9.74E-09,4.36E-07
AT3G45160,36.13940393,-1.652824337,0.288255186,-5.733892806,9.82E-09,4.39E-07
AT4G23400,37.76687903,-1.699794913,0.296503486,-5.732799091,9.88E-09,4.40E-07
AT1G32700,29.42382359,-1.7048109,0.297475719,-5.730924543,9.99E-09,4.43E-07
AT1G79700,20.30035636,-2.274039912,0.396812891,-5.730761178,1.00E-08,4.43E-07
AT5G14740,645.1717406,-1.271169648,0.223342729,-5.691564944,1.26E-08,5.50E-07
AT4G28270,13.3427762,-2.66242901,0.468144489,-5.687195024,1.29E-08,5.63E-07
AT5G16370,19.26142494,-2.500380802,0.441158188,-5.667764697,1.45E-08,6.23E-07
AT2G41250,15.36308108,-2.333238333,0.412373719,-5.65806749,1.53E-08,6.58E-07
AT2G29290,29.86151372,-1.721785135,0.305737843,-5.631573504,1.79E-08,7.62E-07
AT2G30930,31.354646,-1.640234916,0.291681836,-5.623370113,1.87E-08,7.97E-07
AT1G25230,17.00437391,-2.162445668,0.385752806,-5.605780786,2.07E-08,8.79E-07
AT3G55980,34.15131948,-2.360493295,0.421616869,-5.598669008,2.16E-08,9.09E-07
AT4G01330,14.91217019,-2.442642123,0.437008551,-5.589460698,2.28E-08,9.54E-07
AT5G16110,69.70709339,-1.253735191,0.224575569,-5.582687367,2.37E-08,9.88E-07
AT4G29780,11.13889753,-3.673166115,0.663971791,-5.532111699,3.16E-08,1.30E-06
AT4G03110,14.27354259,-2.372546063,0.430691767,-5.508686824,3.62E-08,1.47E-06
AT3G01490,24.01545099,-1.854249843,0.336789582,-5.505662718,3.68E-08,1.49E-06
AT1G25560,38.10266697,-1.751645233,0.318569981,-5.49846293,3.83E-08,1.55E-06
AT4G37540,16.8325222,-2.172061821,0.395084613,-5.497713014,3.85E-08,1.55E-06
AT2G26190,19.30253598,-2.037442333,0.370893597,-5.493333795,3.94E-08,1.58E-06
AT4G01250,8.568046963,-5.085863422,0.929389538,-5.472262398,4.44E-08,1.76E-06
AT4G21870,16.59583943,-2.452428048,0.450124655,-5.448330864,5.08E-08,2.00E-06
AT4G36670,11.74403358,-2.801367594,0.514799263,-5.44166978,5.28E-08,2.07E-06
AT4G36540,17.28535455,-2.148432154,0.396636856,-5.416622589,6.07E-08,2.35E-06
AT1G24530,11.42183749,-2.909076169,0.537269508,-5.414556615,6.14E-08,2.37E-06
AT4G30280,16.81284819,-2.664802448,0.492214738,-5.413902193,6.17E-08,2.37E-06
AT3G52720,23.25461333,-1.821780637,0.337124707,-5.403877553,6.52E-08,2.49E-06
AT1G73830,8.023296625,-5.233576823,0.968938436,-5.401351239,6.61E-08,2.52E-06
AT3G19680,11.11157723,-2.868753232,0.531121226,-5.401315348,6.62E-08,2.52E-06
AT4G37520,18.20949063,-2.000384357,0.370890436,-5.393464384,6.91E-08,2.62E-06
AT3G52060,46.31371924,-1.362207234,0.252858056,-5.387240797,7.15E-08,2.70E-06
AT1G70410,74.6529236,-1.121006699,0.208853147,-5.367439827,7.99E-08,3.00E-06
AT4G12480,55.98024224,-1.5774778,0.293920994,-5.367013015,8.01E-08,3.00E-06
AT5G18170,28.18305591,-1.603113025,0.299811513,-5.347069595,8.94E-08,3.32E-06
AT3G10040,7.568949258,-4.554486998,0.851793649,-5.346937026,8.95E-08,3.32E-06
AT3G20395,9.770038476,-6.166579523,1.154416427,-5.34172884,9.21E-08,3.40E-06
AT4G16780,10.81866032,-2.752524541,0.515570427,-5.338794465,9.36E-08,3.44E-06
AT4G17500,14.62741193,-2.625387816,0.493230683,-5.322839607,1.02E-07,3.73E-06
AT2G30520,44.79199383,-1.43416279,0.27009654,-5.309815486,1.10E-07,3.99E-06
AT3G11700,46.12969459,-1.505254573,0.28411713,-5.298007102,1.17E-07,4.24E-06
AT5G52900,14.40340382,-2.466248066,0.465714712,-5.295619839,1.19E-07,4.28E-06
AT2G41010,12.56698117,-2.716378524,0.514897307,-5.275573378,1.32E-07,4.71E-06
AT1G28330,140.7654091,-1.330158236,0.252288407,-5.272371623,1.35E-07,4.79E-06
AT1G55450,41.916063,-1.600647167,0.303847835,-5.267923561,1.38E-07,4.89E-06
AT1G57680,22.18126248,-1.751355351,0.334147981,-5.241256718,1.59E-07,5.61E-06
AT2G30600,17.103792,-2.078202401,0.396632578,-5.239615994,1.61E-07,5.65E-06
AT2G39400,23.78080336,-1.832387497,0.351367366,-5.215019017,1.84E-07,6.38E-06
AT2G27080,10.9117652,-3.066306891,0.58839484,-5.211308259,1.88E-07,6.50E-06
AT1G22530,19.30563578,-1.995761624,0.383973639,-5.197652703,2.02E-07,6.95E-06
AT1G72930,44.82667811,-1.301650385,0.250850259,-5.18895373,2.11E-07,7.23E-06
AT3G50060,14.55336924,-2.43452072,0.469879919,-5.181155054,2.21E-07,7.53E-06
AT5G57660,87.33064897,-1.026438031,0.198338254,-5.175189407,2.28E-07,7.74E-06
AT3G15770,15.47248673,-2.239405021,0.433384122,-5.167252121,2.38E-07,8.02E-06
AT1G78830,105.4277537,-1.836411342,0.355631666,-5.163801531,2.42E-07,8.14E-06
AT1G21830,18.776232,-2.125164293,0.412068172,-5.157312398,2.51E-07,8.38E-06
AT1G12440,23.63226217,-1.683350763,0.328463188,-5.124929744,2.98E-07,9.88E-06
AT1G32450,26.50943769,-1.879507776,0.367096846,-5.119923523,3.06E-07,1.01E-05
AT4G37260,38.80798178,-1.79571928,0.35081206,-5.11875014,3.08E-07,1.02E-05
AT4G27280,26.25425443,-1.856063438,0.363261649,-5.109439557,3.23E-07,1.06E-05
AT1G13700,9.832079,-3.126029384,0.616993917,-5.066548146,4.05E-07,1.30E-05
AT5G03380,35.28499087,-1.724170442,0.340592818,-5.062263062,4.14E-07,1.32E-05
AT2G27050,28.29848263,-1.564619393,0.309576469,-5.054064345,4.33E-07,1.38E-05
AT5G13710,50.67423566,-1.163697447,0.230601145,-5.046364568,4.50E-07,1.42E-05
AT1G25275,97.75945258,-1.238742649,0.245516018,-5.045465702,4.52E-07,1.43E-05
AT1G02640,6.750925918,-4.113011729,0.815638445,-5.042689873,4.59E-07,1.44E-05
AT2G42870,7.774729551,-3.237782461,0.6430719,-5.034868511,4.78E-07,1.50E-05
AT5G56100,16.68078415,-2.043532726,0.406013156,-5.033168746,4.82E-07,1.51E-05
AT4G39675,8.841850677,-3.465550086,0.688797277,-5.031306309,4.87E-07,1.52E-05
AT5G44130,73.46725422,-1.277255469,0.254320418,-5.022229352,5.11E-07,1.59E-05
AT1G75750,80.35373316,-1.113703513,0.222204068,-5.012075258,5.38E-07,1.67E-05
AT5G56170,59.50319467,-1.056576163,0.210872917,-5.01048774,5.43E-07,1.68E-05
AT2G25900,30.5904645,-1.638557483,0.327066514,-5.009860119,5.45E-07,1.68E-05
AT3G50740,16.83960599,-2.060021293,0.411327007,-5.008232518,5.49E-07,1.69E-05
AT3G27220,10.91647892,-2.636262609,0.527221104,-5.000297958,5.72E-07,1.75E-05
AT2G15890,68.65546314,-1.557157617,0.311920574,-4.992160653,5.97E-07,1.82E-05
AT1G33240,21.22277929,-1.734812677,0.348839285,-4.973100081,6.59E-07,1.99E-05
AT3G07470,35.01070362,-1.35451473,0.273287337,-4.956375749,7.18E-07,2.15E-05
AT4G24570,18.93659758,-2.416543533,0.489050586,-4.94129565,7.76E-07,2.32E-05
AT5G65207,46.23292188,-2.197894419,0.446345489,-4.924199911,8.47E-07,2.52E-05
AT3G01690,48.11813217,-1.156074087,0.235174082,-4.915822685,8.84E-07,2.61E-05
AT4G24110,7.661803489,-3.315394044,0.674778584,-4.913306561,8.96E-07,2.64E-05
AT3G13750,48.90118794,-1.707754446,0.347909384,-4.908618527,9.17E-07,2.70E-05
AT2G26980,19.17559649,-1.700330605,0.346915577,-4.901280647,9.52E-07,2.79E-05
AT1G02660,20.30261702,-2.091591347,0.427251266,-4.895459683,9.81E-07,2.86E-05
AT3G43190,8.188666866,-3.413416019,0.703881659,-4.849417478,1.24E-06,3.54E-05
AT5G66210,18.63683314,-1.786942755,0.370010511,-4.829437812,1.37E-06,3.90E-05
AT1G02610,7.333705043,-4.148587907,0.85973072,-4.825450352,1.40E-06,3.98E-05
AT5G11070,44.0611314,-1.817658278,0.377775838,-4.811473086,1.50E-06,4.21E-05
AT1G70940,34.46748474,-1.377360969,0.286440591,-4.808539755,1.52E-06,4.26E-05
AT4G17490,13.67364727,-2.650401031,0.553172573,-4.79127339,1.66E-06,4.62E-05
AT5G66985,6.966238837,-3.185646517,0.668427955,-4.765878643,1.88E-06,5.19E-05
AT4G05070,98.04762764,-1.667244098,0.351589104,-4.742024364,2.12E-06,5.80E-05
AT1G70090,11.22552517,-2.468509194,0.522321375,-4.726035177,2.29E-06,6.19E-05
AT1G23870,12.4983449,-2.253797068,0.477070021,-4.724247949,2.31E-06,6.22E-05
AT1G22190,42.96869918,-1.410031345,0.298577081,-4.722503623,2.33E-06,6.27E-05
AT1G22500,8.323138961,-2.839820013,0.601729623,-4.719428638,2.37E-06,6.35E-05
AT1G15670,8.594731602,-2.964320856,0.628798468,-4.714262215,2.43E-06,6.50E-05
AT2G47440,12.28939052,-2.163845455,0.459145859,-4.712762649,2.44E-06,6.54E-05
AT5G25350,27.10755956,-1.676467124,0.35619021,-4.706662561,2.52E-06,6.70E-05
AT5G53160,23.61628584,-1.472187108,0.312880189,-4.705274284,2.54E-06,6.73E-05
AT3G28200,28.97343571,-1.341180995,0.285314034,-4.700718622,2.59E-06,6.87E-05
AT1G75500,48.59711003,-1.114296569,0.237196541,-4.697777482,2.63E-06,6.96E-05
AT2G17230,12.28452159,-2.204391034,0.469565654,-4.694532095,2.67E-06,7.06E-05
AT1G22890,23.39061382,-1.786305688,0.381605177,-4.681031065,2.85E-06,7.51E-05
AT1G12805,5.585895399,-6.1527558,1.314951446,-4.679074516,2.88E-06,7.57E-05
AT1G21050,16.0833282,-1.80609629,0.387359127,-4.662588708,3.12E-06,8.16E-05
AT5G03120,8.095355691,-2.782436948,0.59715077,-4.659521658,3.17E-06,8.26E-05
AT3G07010,12.44974379,-2.055283981,0.443084287,-4.638584672,3.51E-06,9.06E-05
AT5G43700,21.96141323,-1.54813974,0.334380739,-4.629871155,3.66E-06,9.41E-05
AT1G66200,112.4884962,-1.063913339,0.230765009,-4.610375485,4.02E-06,0.000102926
AT5G65430,58.23022871,-1.086114585,0.236423963,-4.593927661,4.35E-06,0.000110601
AT2G15090,20.686864,-1.840753116,0.400812377,-4.592555573,4.38E-06,0.000111019
AT1G27100,25.49630777,-1.591831035,0.346734537,-4.590921477,4.41E-06,0.000111734
AT5G51970,51.44293772,-1.177404287,0.257062478,-4.580226158,4.64E-06,0.000116622
AT5G15120,6.002016266,-5.257148098,1.148025571,-4.579295296,4.67E-06,0.00011698
AT2G35880,22.51443284,-1.657203486,0.362510866,-4.571458788,4.84E-06,0.000120938
AT5G07580,14.2476257,-1.858577184,0.406763492,-4.569183862,4.90E-06,0.000122089
AT1G76090,25.27868448,-1.839874105,0.404210963,-4.551766959,5.32E-06,0.0001321
AT5G49730,24.39170242,-1.728594909,0.38011696,-4.547534289,5.43E-06,0.000134415
AT4G15760,14.57952515,-1.803507582,0.396850639,-4.544550029,5.51E-06,0.000135774
AT5G51550,29.89517752,-1.460406701,0.321396285,-4.54394394,5.52E-06,0.00013598
AT5G49700,8.159138571,-3.092471384,0.680783711,-4.542516709,5.56E-06,0.000136717
AT5G25265,42.90833908,-1.14004989,0.251458396,-4.533751544,5.79E-06,0.000141715
AT3G62720,11.07963568,-2.202005906,0.485937536,-4.531458763,5.86E-06,0.000142906
AT1G68190,22.76350998,-1.538893958,0.342702071,-4.490471718,7.11E-06,0.000171517
AT1G69530,76.98143441,-1.148132103,0.256224179,-4.480967054,7.43E-06,0.000178858
AT3G51910,8.008171183,-2.687904167,0.601702974,-4.467161178,7.93E-06,0.000190035
AT3G60530,33.78042631,-1.484059077,0.332615062,-4.461791558,8.13E-06,0.000194087
AT5G10430,34.64040134,-1.825217452,0.410785967,-4.443232235,8.86E-06,0.000209949
AT4G37450,43.49797804,-1.221353461,0.275137414,-4.439067168,9.03E-06,0.000213213
AT5G51190,14.79819151,-1.988000371,0.447966195,-4.437835702,9.09E-06,0.000214157
AT3G57530,33.95650604,-1.275798257,0.287853135,-4.432115207,9.33E-06,0.000219347
AT3G27770,44.98187408,-1.09115086,0.247290578,-4.412423909,1.02E-05,0.000238113
AT2G28630,6.701780105,-3.126389824,0.709304109,-4.407686047,1.04E-05,0.000242753
AT5G37740,26.90713392,-1.338434032,0.304514416,-4.395305974,1.11E-05,0.000255693
AT2G23130,25.18598672,-1.449606586,0.329882395,-4.394313264,1.11E-05,0.000256536
AT2G47930,16.24845622,-1.954566127,0.444930949,-4.392965094,1.12E-05,0.000257803
AT5G41080,18.03490343,-1.574644307,0.358930451,-4.387045743,1.15E-05,0.000264579
AT3G45730,11.22876906,-2.090259028,0.476529141,-4.386424346,1.15E-05,0.000264998
AT2G47700,37.68173775,-1.291432698,0.294870996,-4.379653186,1.19E-05,0.000273019
AT5G54510,16.03595687,-1.812157206,0.413844635,-4.378834595,1.19E-05,0.000273698
AT3G57450,19.25169259,-1.55788725,0.356472465,-4.370287758,1.24E-05,0.000283195
AT1G04040,63.08658442,-1.356166198,0.310524838,-4.367335663,1.26E-05,0.000286231
AT3G22060,37.8401282,-1.402622701,0.321166576,-4.367274815,1.26E-05,0.000286231
AT2G38470,60.94109962,-1.235223167,0.283229917,-4.361203008,1.29E-05,0.00029364
AT2G36950,13.3444361,-1.979730223,0.454320719,-4.357560945,1.32E-05,0.000297535
AT3G49780,28.11376256,-1.373932859,0.316381153,-4.342650777,1.41E-05,0.000316093
AT4G26320,15.454393,-2.67832595,0.617438722,-4.337800421,1.44E-05,0.000321548
AT1G03090,21.77429354,-1.571362775,0.363501555,-4.322850218,1.54E-05,0.000341602
AT5G61440,7.5573667,-2.473838505,0.572453755,-4.321464371,1.55E-05,0.000343109
AT4G30440,116.4283643,-1.202256228,0.278465855,-4.317427811,1.58E-05,0.000347962
AT1G71970,12.14145203,-2.098818997,0.486961295,-4.310032479,1.63E-05,0.000358335
AT1G14200,15.16196583,-1.885943328,0.437987437,-4.305930189,1.66E-05,0.000364315
AT5G59080,19.11588668,-1.505301307,0.349707264,-4.30446108,1.67E-05,0.000366296
