GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT5G11110,52.27353237,3.645099252,0.474382285,7.683885685,1.54E-14,1.58E-12
AT4G39730,477.7986485,1.663749805,0.216965903,7.668254688,1.74E-14,1.78E-12
AT4G16146,75.99728256,3.975927211,0.522788098,7.60523666,2.84E-14,2.81E-12
AT2G25625,146.7674435,2.193529227,0.290382144,7.553939767,4.22E-14,4.14E-12
AT1G56300,89.87709823,4.634444674,0.615198353,7.533252732,4.95E-14,4.80E-12
AT5G26220,26.26434148,3.741241663,0.49684742,7.529960929,5.08E-14,4.89E-12
AT2G37180,75.10241584,1.841955922,0.244629706,7.529567665,5.09E-14,4.89E-12
AT5G47640,163.7173042,2.284807948,0.303725716,7.522602888,5.37E-14,5.13E-12
AT5G16010,147.074474,1.389023974,0.185381739,7.492776703,6.74E-14,6.41E-12
AT1G45249,88.21970964,2.50613586,0.335820938,7.462714729,8.48E-14,8.01E-12
AT5G47240,50.59358525,2.618307831,0.351024484,7.45904617,8.72E-14,8.19E-12
AT4G30470,95.69407954,1.968602993,0.264150363,7.452584837,9.15E-14,8.52E-12
AT1G56650,57.44295525,5.880198006,0.790792308,7.435831065,1.04E-13,9.62E-12
AT5G61810,41.25242052,3.285802078,0.4433712,7.41095064,1.25E-13,1.15E-11
AT1G27760,58.01645524,1.928201826,0.260380233,7.405331066,1.31E-13,1.19E-11
AT3G51450,22.28847823,3.52628541,0.477542708,7.384230455,1.53E-13,1.39E-11
AT1G64390,63.39017811,2.36613707,0.322114175,7.345647138,2.05E-13,1.83E-11
AT5G50950,83.19130158,3.523061804,0.483145027,7.291934322,3.06E-13,2.65E-11
AT5G53120,61.33154369,2.293899287,0.315549658,7.269535001,3.61E-13,3.10E-11
AT4G08870,216.4680774,2.908365515,0.401157467,7.249934886,4.17E-13,3.57E-11
AT4G16190,527.9674244,1.160299743,0.160168273,7.24425455,4.35E-13,3.70E-11
AT1G69870,56.61452884,2.403963027,0.332582833,7.228163302,4.90E-13,4.15E-11
AT2G28550,46.59141934,1.787271928,0.247502459,7.221228982,5.15E-13,4.35E-11
AT5G07010,43.80985595,3.594968699,0.499380332,7.198859203,6.07E-13,5.10E-11
AT4G34950,33.15009145,4.044394957,0.563086933,7.182540961,6.84E-13,5.72E-11
AT4G15210,77.69688928,7.693666938,1.077834017,7.138081392,9.46E-13,7.80E-11
AT1G21790,57.81424237,2.586276281,0.362635026,7.131898731,9.90E-13,8.12E-11
AT1G24020,94.18139709,1.41462495,0.198379834,7.130890886,9.97E-13,8.15E-11
AT5G11060,59.77337148,2.147781171,0.301257118,7.12939561,1.01E-12,8.20E-11
AT1G30530,25.90712618,2.564950093,0.360658582,7.111850981,1.14E-12,9.23E-11
AT1G06460,202.7714617,1.437888229,0.202207649,7.110948759,1.15E-12,9.25E-11
AT1G52890,62.66789546,6.06763464,0.856531319,7.083961214,1.40E-12,1.11E-10
AT4G21570,155.3757417,1.913752062,0.270861927,7.065415513,1.60E-12,1.26E-10
AT1G72770,72.40624261,2.247830364,0.318727548,7.05251359,1.76E-12,1.38E-10
AT5G47330,32.47414002,5.355521849,0.760349373,7.043501369,1.87E-12,1.47E-10
AT5G57050,62.70466005,3.579481855,0.509347079,7.027588858,2.10E-12,1.64E-10
AT4G15490,49.80448679,3.250420425,0.463059929,7.019437918,2.23E-12,1.73E-10
AT1G62975,21.65494476,3.175149288,0.452708272,7.013676322,2.32E-12,1.79E-10
AT4G09500,29.2606344,3.963408282,0.566690844,6.993951506,2.67E-12,2.05E-10
AT1G02205,97.66521523,2.56112334,0.367030695,6.977954091,3.00E-12,2.26E-10
AT5G62360,22.12616494,4.730668452,0.680251365,6.95429468,3.54E-12,2.65E-10
AT5G20190,116.2370214,1.43047906,0.206287979,6.934379133,4.08E-12,3.03E-10
AT3G03250,133.1189608,1.181067492,0.170633987,6.921642713,4.46E-12,3.30E-10
AT4G34000,107.9380074,2.127255585,0.307539983,6.91700495,4.61E-12,3.40E-10
AT1G60190,64.54172616,4.786426918,0.69209801,6.915822395,4.65E-12,3.41E-10
AT5G20900,100.191106,1.34555506,0.194712901,6.910456633,4.83E-12,3.53E-10
AT4G13930,125.4094987,1.094873271,0.158634609,6.90185629,5.13E-12,3.74E-10
AT4G09020,84.92483161,3.35213138,0.487003629,6.883175364,5.85E-12,4.24E-10
AT3G22600,131.8862174,1.566202749,0.227778664,6.875985307,6.16E-12,4.41E-10
AT5G60890,41.92375145,1.944574636,0.28286612,6.874540642,6.22E-12,4.44E-10
AT3G18080,200.1544065,1.209069022,0.177365877,6.816807412,9.31E-12,6.54E-10
AT4G34710,382.5766445,1.691635494,0.248344687,6.81164357,9.65E-12,6.75E-10
AT1G52400,187.620567,2.545926496,0.374078791,6.8058563,1.00E-11,7.00E-10
AT2G06050,48.12064934,1.907259567,0.280648765,6.795895099,1.08E-11,7.47E-10
AT1G61890,67.69033105,1.707929822,0.252598638,6.761437172,1.37E-11,9.38E-10
AT1G69830,72.93967253,1.767211278,0.261430615,6.759771717,1.38E-11,9.45E-10
AT5G62350,260.1616659,2.027368858,0.300110523,6.755407427,1.42E-11,9.70E-10
AT4G33467,215.2279187,8.062489551,1.201584594,6.709880929,1.95E-11,1.31E-09
AT4G01080,18.07016367,5.610201994,0.836870134,6.70379043,2.03E-11,1.36E-09
AT3G56260,30.89157996,4.080296187,0.609628018,6.693091637,2.19E-11,1.46E-09
AT3G57020,98.03637693,1.461822721,0.21850946,6.689974535,2.23E-11,1.48E-09
AT2G39050,80.6525571,2.640361174,0.395261444,6.680037267,2.39E-11,1.57E-09
AT2G21130,82.12813843,3.874769499,0.580865005,6.670688487,2.55E-11,1.66E-09
AT1G06000,28.949535,3.149544061,0.472948036,6.659387124,2.75E-11,1.79E-09
AT5G53420,54.96103616,1.869066943,0.281094766,6.649241346,2.95E-11,1.91E-09
AT5G53450,65.8883498,2.138839121,0.322078,6.64074889,3.12E-11,1.98E-09
AT5G13930,377.697015,1.551853847,0.235893832,6.578611372,4.75E-11,2.98E-09
AT2G02990,36.74808597,5.804079684,0.883464202,6.569682929,5.04E-11,3.15E-09
AT5G19440,111.4114198,1.325082682,0.202179239,6.553999766,5.60E-11,3.49E-09
AT3G29320,112.5926406,1.541852174,0.235617514,6.5438776,5.99E-11,3.71E-09
AT4G22240,341.3687614,1.056810327,0.162735171,6.494049943,8.36E-11,5.10E-09
AT5G17050,46.24372589,1.999462761,0.308009398,6.49156414,8.49E-11,5.16E-09
AT2G41870,65.37313279,2.034732699,0.314302545,6.47380281,9.56E-11,5.79E-09
AT3G06035,55.3915326,1.626404637,0.252248827,6.447620228,1.14E-10,6.86E-09
AT1G75370,58.63884712,1.713614857,0.265885841,6.444927068,1.16E-10,6.94E-09
AT1G60590,21.4021989,2.980898581,0.463106029,6.436751827,1.22E-10,7.27E-09
AT2G40475,37.7406324,2.35058356,0.3652015,6.436401713,1.22E-10,7.27E-09
AT4G27830,61.62899835,1.852992649,0.28799346,6.434148372,1.24E-10,7.35E-09
AT2G47180,41.49731495,2.102526916,0.328097158,6.408244839,1.47E-10,8.60E-09
AT3G03780,115.9743752,1.387151657,0.217064494,6.390504655,1.65E-10,9.63E-09
AT3G14440,49.00716014,3.516997967,0.553056353,6.359203634,2.03E-10,1.17E-08
AT3G23920,220.9673605,1.819577377,0.28915747,6.292686733,3.12E-10,1.79E-08
AT3G56275,124.1877161,3.951265551,0.628570331,6.286115265,3.26E-10,1.86E-08
AT1G49720,38.38897399,3.229602047,0.51439662,6.278427813,3.42E-10,1.95E-08
AT1G11840,311.2210728,1.068434406,0.170234598,6.276247136,3.47E-10,1.96E-08
AT2G20340,18.88493418,2.937340091,0.468057279,6.275599637,3.48E-10,1.96E-08
AT2G38240,13.97936278,7.808621412,1.249928725,6.247253348,4.18E-10,2.35E-08
AT3G21670,31.68442907,2.223820552,0.356450903,6.238785008,4.41E-10,2.47E-08
AT3G06500,70.45515001,1.825574307,0.293172703,6.226958673,4.76E-10,2.65E-08
AT1G52000,14.6942344,3.433716102,0.552415346,6.215823164,5.11E-10,2.84E-08
AT5G44110,36.8513185,1.874076455,0.301565648,6.214489182,5.15E-10,2.85E-08
AT3G51660,51.64754673,1.736099909,0.279812384,6.204514192,5.49E-10,3.02E-08
AT1G14250,29.53943489,3.710304573,0.598863876,6.195572521,5.81E-10,3.19E-08
AT1G62710,27.2272004,3.024824143,0.488382675,6.193553336,5.88E-10,3.22E-08
AT4G35300,59.35860117,2.074843012,0.335643532,6.181686258,6.34E-10,3.45E-08
AT3G15670,99.97877517,7.49786917,1.216318728,6.164395069,7.08E-10,3.84E-08
AT1G70700,115.3430302,1.464988589,0.238403845,6.144987244,8.00E-10,4.32E-08
AT1G78210,40.78272137,1.874575073,0.305851437,6.129037986,8.84E-10,4.75E-08
AT4G27440,375.3507815,1.143953302,0.186760531,6.125241229,9.05E-10,4.85E-08
AT2G17500,60.35823062,1.581671533,0.258314699,6.123041159,9.18E-10,4.90E-08
AT1G49450,50.07269088,5.441807083,0.89202383,6.10051761,1.06E-09,5.63E-08
AT3G17790,82.18160747,1.639469235,0.269188462,6.090414212,1.13E-09,5.98E-08
AT5G26260,114.2947261,1.33526505,0.219872057,6.072918363,1.26E-09,6.64E-08
AT3G51750,48.73688867,2.369730809,0.390604756,6.066825279,1.30E-09,6.87E-08
AT5G01520,89.61328463,2.681794258,0.443183902,6.051199614,1.44E-09,7.52E-08
AT2G39030,80.48978939,7.232082439,1.204611178,6.003665391,1.93E-09,9.92E-08
AT4G21910,36.36923448,2.54506707,0.424353536,5.997515883,2.00E-09,1.03E-07
AT2G32510,25.53873327,3.449090107,0.575678153,5.991351393,2.08E-09,1.06E-07
AT2G39250,28.13842226,2.562852296,0.427968511,5.98841323,2.12E-09,1.08E-07
AT3G16470,121.8293047,1.431322598,0.239061658,5.987252862,2.13E-09,1.08E-07
AT3G27250,78.09109709,7.232583664,1.208644579,5.984045093,2.18E-09,1.10E-07
AT4G12320,29.85634925,2.350950139,0.392846646,5.984396623,2.17E-09,1.10E-07
AT3G55500,50.21851295,2.955971468,0.495150216,5.969847887,2.37E-09,1.19E-07
AT1G79270,64.9399877,1.930350815,0.324070769,5.956571837,2.58E-09,1.27E-07
AT4G02360,53.7520338,4.521448704,0.759049418,5.956725075,2.57E-09,1.27E-07
AT3G55760,38.49721369,2.64864959,0.444782967,5.954925854,2.60E-09,1.28E-07
AT1G56580,407.7736953,1.432834513,0.24068492,5.953154496,2.63E-09,1.29E-07
AT5G13200,39.37570239,2.321966944,0.390287051,5.949382483,2.69E-09,1.31E-07
AT4G33905,60.65734352,7.192373165,1.213935673,5.924838788,3.13E-09,1.52E-07
AT3G52180,83.35719997,2.414125922,0.407554503,5.923443131,3.15E-09,1.53E-07
AT5G42570,114.0289291,1.322044697,0.22354435,5.914015267,3.34E-09,1.61E-07
AT4G30660,148.6075346,2.376775169,0.402469208,5.90548325,3.52E-09,1.68E-07
AT2G21620,171.9679313,1.148948926,0.195167144,5.886999726,3.93E-09,1.87E-07
AT4G28140,26.94782589,7.227451434,1.227914453,5.885956806,3.96E-09,1.88E-07
AT1G78600,59.41461608,1.672116163,0.284301887,5.881481065,4.07E-09,1.92E-07
AT3G02570,65.20474423,1.458634487,0.248261049,5.87540611,4.22E-09,1.99E-07
AT4G37470,83.46026104,1.419104489,0.241979644,5.864561449,4.50E-09,2.12E-07
AT3G22370,48.22413678,1.705105016,0.291011972,5.859226351,4.65E-09,2.18E-07
AT1G12845,61.78969525,2.097366267,0.359096785,5.840671249,5.20E-09,2.43E-07
AT2G04350,88.30823124,1.745939087,0.299057986,5.838128955,5.28E-09,2.46E-07
AT4G05100,31.59277399,3.416368091,0.586480757,5.825200654,5.70E-09,2.65E-07
AT1G62540,34.86143623,3.354869924,0.576400899,5.820375942,5.87E-09,2.72E-07
AT1G80110,38.31660191,3.098123468,0.532610529,5.81686486,6.00E-09,2.77E-07
AT5G20270,48.74278714,1.635951586,0.282772156,5.78540549,7.23E-09,3.31E-07
AT1G48920,148.5752307,1.070029106,0.185005911,5.783756324,7.31E-09,3.33E-07
AT4G17550,37.500801,2.589878064,0.447867774,5.78268457,7.35E-09,3.34E-07
AT1G61800,23.01013469,6.134403851,1.063569832,5.767749013,8.03E-09,3.64E-07
AT1G68500,98.17924143,3.607432387,0.62658203,5.757318622,8.55E-09,3.86E-07
AT1G69140,181.7838734,7.236959298,1.260692266,5.740464578,9.44E-09,4.24E-07
AT1G20030,33.00029182,3.987171009,0.69681917,5.721959411,1.05E-08,4.66E-07
AT5G65990,60.75330354,1.879533553,0.328542118,5.720829838,1.06E-08,4.68E-07
AT1G07720,96.97807126,1.795718085,0.3141965,5.715270805,1.10E-08,4.82E-07
AT3G62700,47.63208504,1.748529399,0.306692492,5.701246179,1.19E-08,5.22E-07
AT2G22240,47.50651558,1.887112852,0.331237705,5.697155929,1.22E-08,5.34E-07
AT3G03341,256.6940792,6.871854901,1.208949751,5.684152627,1.31E-08,5.72E-07
AT3G57540,28.61581976,2.693215859,0.47384936,5.683696309,1.32E-08,5.72E-07
AT1G23800,29.79954221,2.506896648,0.442149439,5.669794933,1.43E-08,6.17E-07
AT1G78020,101.8315414,1.304402117,0.230785289,5.652015868,1.59E-08,6.80E-07
AT1G24580,46.65120627,4.298616543,0.761461701,5.645217006,1.65E-08,7.06E-07
AT5G67480,63.09251143,1.541873386,0.274512564,5.616768005,1.95E-08,8.26E-07
AT5G65870,24.05104775,2.216361236,0.395682802,5.601358519,2.13E-08,8.99E-07
AT2G46270,52.5419038,1.99246362,0.355847101,5.599212731,2.15E-08,9.08E-07
AT1G18870,36.67184257,3.487571381,0.623181569,5.596396869,2.19E-08,9.19E-07
AT4G23050,25.88761326,2.690456357,0.481933535,5.582629471,2.37E-08,9.88E-07
AT1G51760,35.66565698,1.660528211,0.297731228,5.577272561,2.44E-08,1.02E-06
AT2G36870,41.16642019,1.635748582,0.29474675,5.549674699,2.86E-08,1.19E-06
AT2G29460,32.31990998,3.637838827,0.655893367,5.546387585,2.92E-08,1.21E-06
AT3G22830,83.91545293,6.761791404,1.221524775,5.535533573,3.10E-08,1.28E-06
AT1G64900,43.49268003,1.807834376,0.326641831,5.534607654,3.12E-08,1.29E-06
AT3G14720,27.97343528,1.9142182,0.345978466,5.532766887,3.15E-08,1.30E-06
AT1G09350,12.8212521,4.457518297,0.805856142,5.531406989,3.18E-08,1.30E-06
AT5G01790,20.45967229,2.735344615,0.495925827,5.515632509,3.48E-08,1.42E-06
AT5G60790,81.87726086,1.335819336,0.242308451,5.512887936,3.53E-08,1.44E-06
AT5G65280,16.34055236,3.009452002,0.546078722,5.511022272,3.57E-08,1.45E-06
AT1G60270,23.05763857,3.396753696,0.617944749,5.496856638,3.87E-08,1.55E-06
AT3G44450,14.23665069,3.0373202,0.552797513,5.494453445,3.92E-08,1.57E-06
AT2G36590,8.387045707,6.889691028,1.253859222,5.494788336,3.91E-08,1.57E-06
AT4G18390,42.01139919,2.359051981,0.429493496,5.492637269,3.96E-08,1.58E-06
AT1G65060,20.03454231,2.452234665,0.44796525,5.474162704,4.40E-08,1.75E-06
AT1G07900,41.80494509,4.201131931,0.767506378,5.473742043,4.41E-08,1.75E-06
AT2G24850,14.88815831,5.858093987,1.071625013,5.46655212,4.59E-08,1.81E-06
AT4G36360,54.90410745,1.568753029,0.287907716,5.448805093,5.07E-08,2.00E-06
AT2G22190,46.68551879,1.94571482,0.357976012,5.4353218,5.47E-08,2.14E-06
AT3G52990,84.55722878,1.092773787,0.201122483,5.433374594,5.53E-08,2.16E-06
AT2G23340,18.92524954,2.40119783,0.442395643,5.427715825,5.71E-08,2.23E-06
AT3G21560,38.58881686,2.110290851,0.389318395,5.420475575,5.94E-08,2.31E-06
AT5G54585,39.4284451,2.491265468,0.459676979,5.419600249,5.97E-08,2.32E-06
AT4G24350,37.33318956,1.576260245,0.29092702,5.418060668,6.02E-08,2.33E-06
AT4G19120,30.63855241,1.819000733,0.3361869,5.410682974,6.28E-08,2.41E-06
AT3G24420,21.27473283,2.819848508,0.521523197,5.406947427,6.41E-08,2.46E-06
AT4G24510,64.6784405,1.314523804,0.24355252,5.397290911,6.77E-08,2.57E-06
AT1G05100,37.78277983,4.780758237,0.886297617,5.394077731,6.89E-08,2.61E-06
AT2G40080,109.2478369,3.407848854,0.63202669,5.391938201,6.97E-08,2.63E-06
AT4G22880,45.07880631,2.682326792,0.499671452,5.368180995,7.95E-08,2.99E-06
AT1G58360,114.5270548,1.324059781,0.247125263,5.357848752,8.42E-08,3.15E-06
AT5G49480,63.88412605,1.398940849,0.261406997,5.351581494,8.72E-08,3.25E-06
AT2G47890,45.93043921,2.25702377,0.421864395,5.350116766,8.79E-08,3.27E-06
AT2G47770,190.97895,6.542513375,1.224005574,5.345166325,9.03E-08,3.34E-06
AT5G42800,54.25040677,2.22603685,0.41682979,5.340397692,9.27E-08,3.42E-06
AT2G04400,34.86072511,1.521334898,0.285109664,5.335963984,9.50E-08,3.49E-06
AT4G21215,25.48312183,2.507879434,0.470583972,5.329292083,9.86E-08,3.61E-06
AT4G04330,78.95489408,2.076462131,0.390166499,5.321989805,1.03E-07,3.74E-06
