Unnamed: 0,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT1G58270,401.044763669729,3.106378223868,0.22357162245574697,13.8943314439777,6.85606828231634e-44,2.2828343218636798e-41
AT1G10760,206.56130048492298,4.54955303072565,0.329042043723359,13.8266617215357,1.7600067811790598e-43,5.76088999290338e-41
AT5G23060,180.334004948488,-2.28993457208808,0.166525806415089,-13.751229442361,5.00713387562838e-43,1.6116294901022598e-40
AT5G17460,166.303148622934,5.5694375253079995,0.40895321100306603,13.618764629937699,3.0976323581131796e-42,9.80679936063635e-40
AT1G67360,104.769394133031,3.25638124038715,0.24107977959156301,13.5074838955972,1.4126752206128498e-41,4.400255461367e-39
AT1G20440,2119.4583604801896,3.4536086618937403,0.258461408592784,13.362183084496902,1.00570724026355e-40,3.0828917815825e-38
AT2G29630,148.697478218782,2.7125030243500503,0.20339815520027998,13.3359273670852,1.4306450371197198e-40,4.31697139950874e-38
AT3G57010,127.641423628851,4.490856510047379,0.337404263218287,13.3100170911059,2.0243542631526597e-40,6.014512235385269e-38
AT3G59400,187.247660765635,-2.7697287393773595,0.20855087928649202,-13.280829833244299,2.9906143777448096e-40,8.750718918637531e-38
AT3G09390,1213.90146696476,4.041522251312189,0.304616060777174,13.2675941019031,3.56854817411956e-40,1.02859406475518e-37
AT1G74470,464.96280120722,-1.9451016879862901,0.146814284138438,-13.2487223528752,4.58950019147064e-40,1.3034180543776598e-37
AT5G24780,257.238260977699,5.10828983860846,0.38658376739928296,13.2139274056284,7.291832610451879e-40,2.04086770105865e-37
AT2G17840,174.348314475873,2.8589211923793103,0.217201332743823,13.1625398254405,1.4415719181533698e-39,3.977090983339699e-37
AT2G46680,357.567499042997,4.76068928509155,0.361838933355178,13.1569293578989,1.55268849373754e-39,4.22331270296611e-37
AT1G74670,63.9022189755703,-4.66831273390976,0.355612283729541,-13.127535092292302,2.28989428505313e-39,6.14200533790918e-37
AT4G39730,477.79864850613404,2.8107402320909203,0.214220880101155,13.120757559971302,2.50419059436428e-39,6.624784761419599e-37
AT1G51140,102.048066081215,4.57917105515357,0.35018128031074003,13.076572942706001,4.48195831047542e-39,1.1696699850256898e-36
AT5G03210,310.588648333992,7.54238816812493,0.577525693791945,13.059831361965498,5.5851369122059704e-39,1.4381355206469599e-36
AT1G75750,80.35373315593121,-3.71777100591793,0.287433428203961,-12.934372418506,2.8796489409381e-38,7.31733951939429e-36
AT3G29575,139.302226375972,4.71640921144469,0.36563941517990095,12.899072188713902,4.5554883990407597e-38,1.14254015535422e-35
AT5G20250,48.3697596960001,-5.04727165279288,0.39144497857085203,-12.8939491604165,4.86854214887144e-38,1.20540110229494e-35
AT3G30775,52.5570018305763,-3.8858572466788703,0.302763294243719,-12.834637885630901,1.0489225861900801e-37,2.56415101069655e-35
AT1G58360,114.527054831101,2.9674996434649903,0.231903213936877,12.796285110014601,1.7198367341498497e-37,4.15168587623775e-35
AT1G47128,512.998746878712,1.7636438644626498,0.138257046291367,12.7562674870538,2.8765754444844105e-37,6.858324072084319e-35
AT5G25460,94.44787179032872,-4.02163386605081,0.31750779526515005,-12.666252375606598,9.09570638918587e-37,2.14214977790192e-34
AT3G26520,618.563075572808,-2.5367438999383998,0.20056559184398398,-12.6479516083281,1.1482975328161297e-36,2.67179782575242e-34
AT5G44020,101.52244951115401,-5.55085015090644,0.44167030723971595,-12.567859011390901,3.1719780491997896e-36,7.29252858168409e-34
AT1G02205,97.665215233741,4.4104062827853605,0.351754940639676,12.5382923542308,4.60818566269241e-36,1.04697978256371e-33
AT1G77450,88.85153049758792,4.26363881438073,0.3403496228768811,12.527232374584,5.29793912735669e-36,1.18969535380828e-33
AT1G62380,438.82297541445604,-3.93194303126234,0.314203918910354,-12.513984691528199,6.260323978250469e-36,1.3896480076778499e-33
AT3G46970,155.468291544377,3.8370280218970603,0.30688284112239,12.5032341588847,7.167485901146329e-36,1.5729373604879297e-33
AT5G49360,72.9171495073179,-4.17547106660442,0.334475075775461,-12.4836538475216,9.168083385504119e-36,1.98937108248152e-33
AT1G45249,88.2197096422884,4.01238946960374,0.32252327652384805,12.4406198301382,1.57278676851069e-35,3.3748508970531704e-33
AT1G21460,77.8275973536783,2.98897084757585,0.24163409070848105,12.3698226471772,3.8066097625548204e-35,8.078378871918549e-33
AT3G10410,93.530218674615,3.0156991171810197,0.244213929123408,12.348595872502901,4.956901355706879e-35,1.0405182497979499e-32
AT2G28840,141.073165275254,2.14561905679658,0.174207583124561,12.3164503996501,7.387496934014269e-35,1.5340574278460602e-32
AT4G08950,47.7179744798099,-5.0755395762073,0.41422587390945004,-12.253072287118401,1.6174999977448801e-34,3.3231021230264996e-32
AT4G04020,419.377483672635,1.78624041634266,0.14633826729832,12.2062427642477,2.87879090646545e-34,5.852127366911661e-32
AT1G77760,54.0806766781266,-4.53145856409567,0.372333071539485,-12.170443375764199,4.46649739210117e-34,8.985103920443528e-32
AT1G03870,50.0466800209365,-5.81225786084476,0.478111989458062,-12.156687113060999,5.28591567626274e-34,1.0523876653606799e-31
AT2G46330,91.7431789685598,-2.94371585830728,0.242329119567893,-12.147594410264599,5.90783892362289e-34,1.1642059723775998e-31
AT5G47640,163.717304221837,3.60062863101015,0.29708910801838,12.1196924889868,8.30702371655763e-34,1.62045699004203e-31
AT1G05340,101.91801280978201,4.494519882960231,0.37158051432729794,12.0956823882356,1.1131345574172301e-33,2.13918795275129e-31
AT3G56275,124.187716128384,7.40706581346936,0.612393728634232,12.095267255575399,1.1187758037897698e-33,2.13918795275129e-31
AT2G38540,1827.8523360390698,1.7122097382805601,0.141638167985971,12.0886182208326,1.2130979771299198e-33,2.2967988366993198e-31
AT4G27450,49.88021529099301,-5.07101252311659,0.419946028837945,-12.0753910619154,1.42485245259954e-33,2.67152918102936e-31
AT4G35770,86.21069474428059,-3.85937715578464,0.32199726306723697,-11.985745217277698,4.2203187759121095e-33,7.836807326962949e-31
AT1G58290,131.211554462583,-2.84446018607925,0.237413269972052,-11.9810496962285,4.46632319473565e-33,8.21463176540333e-31
AT3G17000,95.62372004502458,2.6797505862022297,0.22386431623918301,11.970423117095198,5.076905934650639e-33,9.24954786886539e-31
AT5G60360,504.28719524145896,1.8240707424178202,0.152410950075536,11.968108206882698,5.22053860484827e-33,9.42234033054485e-31
AT1G69260,113.44884756668999,4.9290829284161,0.41328961583541207,11.926462072976598,8.615797415148169e-33,1.54063221927168e-30
AT5G54270,2082.3116432177103,-2.3937877234667004,0.201152933492032,-11.900337131108902,1.1787001279701798e-32,2.0883538414091897e-30
AT5G42570,114.02892910307399,2.5219268736500497,0.21252643569985602,11.8664149490169,1.76886450099897e-32,3.10548284029928e-30
AT1G44446,76.2805532948844,-2.9563380860276496,0.25129368958140397,-11.764474034155901,5.949596835059209e-32,1.0351226493573299e-29
AT1G76100,142.494231558772,-1.9256861806847,0.1637440761086,-11.7603410544607,6.24813935969208e-32,1.0773577438783299e-29
AT1G78680,166.686595346982,2.52785418942854,0.215602694700093,11.7245945972281,9.535645277901439e-32,1.62966709386578e-29
AT2G38310,42.8867345552186,-5.58531150138095,0.476536422774988,-11.7206392511538,9.99151855669013e-32,1.69259830146316e-29
AT5G27280,100.035505193463,2.74516270196226,0.23479861306036104,11.691562680809099,1.40772320415436e-31,2.3639956972720801e-29
AT4G30270,68.7111247266076,-3.73629159284856,0.320475128348205,-11.6586008159391,2.0742287603618697e-31,3.45323326035417e-29
AT5G01520,89.6132846267207,4.92369959826658,0.423730193130043,11.619893220013001,3.26544128230163e-31,5.38993179861617e-29
AT3G15850,80.2064714208269,-2.61641893656759,0.22659805048605397,-11.546520064737301,7.68703162281397e-31,1.25806741271003e-28
AT5G19120,41.512576604422705,-5.039995534509241,0.43703479466515294,-11.532252342449699,9.073825850928171e-31,1.47255230952206e-28
AT2G19800,39.8477692889959,-5.09943266384533,0.449943192979317,-11.3335033031153,8.95498550862251e-30,1.4411556678543198e-27
AT3G14067,276.530330775686,2.8288340239438496,0.250029418623684,11.314004725985802,1.1186453759267599e-29,1.7853949999915397e-27
AT4G12470,56.9486166962831,-5.0125544726490805,0.443605154958508,-11.2995857163065,1.3183847289608498e-29,2.0869381873517996e-27
AT1G19570,918.738424575375,1.85980667424541,0.165508297853983,11.236939164743301,2.6853211845686394e-29,4.206097340958629e-27
AT4G39090,640.454488012753,2.02985049420625,0.18064897097703603,11.236435409666901,2.70068387675471e-29,4.206097340958629e-27
AT3G55240,61.1512244352453,-3.63373469097402,0.3240961545538161,-11.211903134045501,3.5644569445387897e-29,5.50694340103466e-27
AT4G27410,108.352893841376,2.9116170607253395,0.259722463172637,11.210493790789199,3.6216724537643394e-29,5.5509316211981785e-27
AT5G19190,43.531283487391605,-5.26493452810764,0.47067256900383897,-11.1859812422268,4.77592959024423e-29,7.26242143675564e-27
AT3G57520,155.180848704679,1.9187706930839599,0.17210802955185997,11.1486413392804,7.270805204937879e-29,1.096982735295e-26
AT2G39050,80.6525571011006,4.24407727787866,0.382238214523427,11.1032259900287,1.2099615939404599e-28,1.81137816295955e-26
AT3G61890,255.93213942181703,3.97189754686506,0.357790229008755,11.101190655399,1.2378373618029399e-28,1.8388550100875698e-26
AT4G23630,218.39723406258,1.63205597461316,0.147413796768166,11.0712566285763,1.7295806334339799e-28,2.5497451292272496e-26
AT4G37800,88.58747872703741,-3.09092339059823,0.27986309856077196,-11.044412094676499,2.33289702644468e-28,3.41309904353785e-26
AT3G54500,53.10614693338739,-4.76732845242936,0.43350987589871204,-10.9970469358885,3.94851384063275e-28,5.73336084889471e-26
AT1G04220,67.8660153979542,3.74089749332828,0.34152525512501297,10.9535017899597,6.39274315314757e-28,9.213183266685518e-26
AT5G18130,62.1940723144997,3.0701948215826,0.2808247421206,10.932778922535698,8.034943888512179e-28,1.1494136027773899e-25
AT3G22200,157.44939407308001,2.10510196321147,0.19335869267872502,10.8870303892114,1.3290344443464799e-27,1.8872289109720002e-25
AT3G61430,182.74096165901298,-1.88208494558018,0.17296151168319598,-10.8815246077838,1.41181596861522e-27,1.9901452544450398e-25
AT4G39210,88.42308146153151,4.86159238030535,0.44845282373854295,10.840811168890701,2.20507122966331e-27,3.0858214193665097e-25
AT3G16770,104.367434249358,-2.5386255070662798,0.23458819937279102,-10.821624931917698,2.71913149247893e-27,3.7778321858095793e-25
AT4G36850,40.564450321908005,-6.3822169561483095,0.592271036730432,-10.775838358364801,4.47684994856895e-27,6.175494729054539e-25
AT1G08930,45.1398671090032,-3.9898854771705596,0.37051645429153895,-10.7684434279702,4.85133550604997e-27,6.64460931154872e-25
AT2G21660,1726.5158347396698,3.7947564578356405,0.352948622642615,10.7515831324779,5.8253087635060894e-27,7.92241991836828e-25
AT4G34710,382.57664451353503,2.64384607766765,0.246145832076073,10.740974386479001,6.5350980300011e-27,8.825581339537141e-25
AT2G37870,147.320474569857,8.06586886984257,0.752336046710774,10.7210985105747,8.1035110299405e-27,1.08677086812646e-24
AT3G45140,601.358070390867,3.6368467685675903,0.33954254234948206,10.7110194304438,9.036123747126869e-27,1.2034870469276798e-24
AT1G78460,52.009503830937206,-3.46620162015879,0.323745178611563,-10.7065737164772,9.480591819772429e-27,1.25403554262634e-24
AT5G64430,64.117152793322,2.9527635484406503,0.27776806649013397,10.630320417143901,2.15371251907372e-26,2.82942150805113e-24
AT1G15820,1492.38523474392,-1.83479777044297,0.172822574793257,-10.616655680763301,2.4933437970554198e-26,3.25347671680637e-24
AT5G59220,182.305844101507,7.93885715893535,0.7484318328505022,10.6073216163176,2.75534398632927e-26,3.5712216821470396e-24
AT4G30470,95.6940795427705,2.72498300835437,0.25763450334094,10.5769334969403,3.81231670851046e-26,4.90823068498361e-24
AT1G76590,55.1685874366463,4.4323815077605,0.419174901781975,10.5740622563941,3.93090119250762e-26,5.02738833309319e-24
AT2G04350,88.3082312429538,3.02552924299897,0.286596916599173,10.556740382627302,4.7279542815497895e-26,6.00699033455853e-24
AT4G17030,54.03032572909861,4.0487942200352105,0.38383736770096294,10.5482023396677,5.177825851249669e-26,6.53556685224403e-24
AT2G20670,45.476068258598396,-4.50877710212857,0.427596672120124,-10.544462565092,5.38800211614677e-26,6.75669460175496e-24
AT2G39730,2664.77974672502,-1.97596352931142,0.18796021974375698,-10.5126687551505,7.552551537889709e-26,9.40999195482104e-24
AT1G17940,88.1524950136928,4.698870528093099,0.447392573339677,10.5027906319883,8.38635418279426e-26,1.0381876408854e-23
AT1G54575,80.9674247704676,3.1946056476577205,0.304376029213584,10.495588814637001,9.051162062906209e-26,1.11335058445124e-23
AT3G06750,37.526242521983,-3.59581990892679,0.34308450561944,-10.480857777108099,1.05779923469394e-25,1.2929252417980599e-23
AT1G72430,42.6778246708232,-6.13768467306517,0.587902839829901,-10.439964322745901,1.6287190760654798e-25,1.97822784886645e-23
AT5G13170,74.12192284576291,5.713130613266389,0.547542125379992,10.4341389428284,1.73176650995499e-25,2.09024217751568e-23
AT2G40080,109.247836876448,6.35521862394365,0.6094418922181529,10.427932022875698,1.8486787058247196e-25,2.21749584887497e-23
AT1G69295,89.5054036105678,2.62255940417809,0.252262543907902,10.3961506276396,2.5815212722128896e-25,3.0774283215416896e-23
AT5G47550,88.36851210697658,2.3090805176588796,0.22227030027622896,10.388614739752601,2.7938120413437297e-25,3.31006737070123e-23
AT1G72770,72.4062426149357,3.2106930544921295,0.309465987503485,10.3749464695404,3.2239301660800397e-25,3.7963743516669296e-23
AT4G23670,1322.84908901131,1.5787178509759199,0.15230056994364902,10.3658039596309,3.5476249084874197e-25,4.15222619592177e-23
AT3G17790,82.1816074749013,2.68647481764157,0.259248309407695,10.3625548177319,3.67025427320052e-25,4.2698765375932794e-23
AT3G05640,107.054988077222,5.646946440458279,0.5454456808219129,10.3529033944298,4.0598375803489294e-25,4.6948253504011094e-23
AT3G44880,98.643315352865,2.8298938903549598,0.27389178136778797,10.3321606666062,5.041204358685429e-25,5.79498443898411e-23
AT5G44580,101.19362225587099,-2.36168018723586,0.22892003303775602,-10.3166164878473,5.927530743465079e-25,6.77351915489926e-23
AT5G08640,81.7843028801121,2.93184416186724,0.28426654006504404,10.3137152940912,6.10928791073165e-25,6.94015106659115e-23
AT4G35790,84.98302506218809,2.41308524216421,0.234655291508318,10.2835321831158,8.360620859842551e-25,9.442123394460778e-23
AT1G13990,72.6286323534972,3.0377371416271095,0.295541082021416,10.2785613453462,8.803178568390229e-25,9.884127006555349e-23
AT2G06850,179.433935387881,-3.08550267440332,0.300331964239904,-10.2736406436534,9.264118075787958e-25,1.0315922323844499e-22
AT2G28900,257.12579188806,3.9908195756460696,0.38846429654097103,10.273323986739,9.29458618656247e-25,1.0315922323844499e-22
AT4G04330,78.95489407543,3.79772479579598,0.369743344808942,10.271245849626801,9.49701897711887e-25,1.04803674563497e-22
AT4G12480,55.980242236304704,-3.58155926573593,0.34956530593418894,-10.2457515232081,1.23660094108857e-24,1.35688848717628e-22
AT1G66200,112.488496179093,-2.55755730312512,0.24988226026479501,-10.2350495005725,1.3812452852850999e-24,1.50704005363988e-22
AT2G18230,84.5923934284707,2.25254345087285,0.220180173670246,10.2304554189624,1.4483664554849099e-24,1.57139623529914e-22
AT3G48360,37.643045703666296,-3.06113416492153,0.299566476916949,-10.2185471366016,1.6377706917806899e-24,1.7669624357356798e-22
AT4G36040,96.0815770248864,-2.49375093034367,0.24406357404980603,-10.217628501313198,1.65336224153252e-24,1.7738739782486697e-22
AT5G14120,34.8373016914454,-3.5558481581632697,0.34806919386202606,-10.215923215464999,1.68269607820672e-24,1.79537163880267e-22
AT2G30520,44.79199382715,-3.55251863848413,0.347873402905401,-10.2121018991791,1.75031463308361e-24,1.85725693374234e-22
AT5G67420,36.1004020398438,-3.38284445899298,0.3328033504,-10.1646947211532,2.8501346018303195e-24,3.0077486027621397e-22
AT4G33150,46.5215392653018,3.2072112489984703,0.31571560610505106,10.158545181106101,3.03572262296562e-24,3.18618887471262e-22
AT2G21330,489.04665546066803,-1.89992343676486,0.1872403612705,-10.1469759184031,3.417905231009129e-24,3.56792355790531e-22
AT5G65010,47.2861097045415,-2.6579877820249598,0.262049376916399,-10.143079954252,3.55704244640996e-24,3.69320450134781e-22
AT5G66052,50.202105078117896,3.88414897440096,0.38324549105094796,10.134884989122,3.8682851157627404e-24,3.9948835377331594e-22
AT5G15350,46.5454962871856,-3.0794384405423902,0.30423779398039696,-10.121814256715302,4.42142803512304e-24,4.54184139437745e-22
AT3G54400,69.2846454600947,-3.3789945093873297,0.33414357739516604,-10.1124029847542,4.867548759314059e-24,4.9736561714218595e-22
AT5G51070,96.9333308740375,2.23038175405576,0.22057468950161,10.111684885946401,4.90336454278901e-24,4.98388295001797e-22
AT5G65990,60.753303539263705,3.1617172643908398,0.312818455469942,10.1071954327025,5.1332719432060195e-24,5.19024857419868e-22
AT5G20280,78.8510426910063,2.3620309505124903,0.233819465721749,10.1019431518305,5.415825815248709e-24,5.44741813250432e-22
AT1G66180,45.374463057057504,-2.9823078101151603,0.29570129672573997,-10.085541873295302,6.4011017021868e-24,6.40508166179437e-22
AT3G23920,220.96736048105498,2.87086967802954,0.285510509667188,10.0552154152785,8.71306678114486e-24,8.67354359162214e-22
AT5G22920,33.9260913078666,-3.5382461639463996,0.35384345300963105,-9.99946765681741,1.53218478309858e-23,1.5174129503179298e-21
AT1G26770,81.26987390670101,3.0672647098323305,0.30702910766719,9.99014306212669,1.6833861427918697e-23,1.6586506729385998e-21
AT4G33550,78.29200714861871,3.7391084482902097,0.374317027572343,9.98914869713632,1.70035715136028e-23,1.6668678836076e-21
AT5G59310,316.865958426786,10.387389570986901,1.04371901238696,9.95228547885814,2.4645698734318499e-23,2.40382693917757e-21
AT4G16146,75.9972825560556,5.12060625721416,0.515010209614887,9.942727661735539,2.71294854447196e-23,2.6327870497910798e-21
AT1G68500,98.1792414345277,6.06940291105368,0.610638104416149,9.93944345621345,2.80389250306385e-23,2.70743860095845e-21
AT3G59060,47.0127948590867,-3.2644137422208397,0.328470602682416,-9.93822191563687,2.8384832811056797e-23,2.7272034390404396e-21
AT4G35100,242.477523447752,-1.3728227840726102,0.13821395608005,-9.93259163551844,3.0034593030842e-23,2.8714260426317895e-21
AT3G01290,50.3606257989624,-3.23683310328857,0.326198182255984,-9.92290355790047,3.30984879384595e-23,3.1487586160961998e-21
AT4G00430,272.093132454032,1.44855255972382,0.146075966064315,9.916433200832278,3.53151143707671e-23,3.3431641604326193e-21
AT4G38470,36.708280476766504,-2.94965116096435,0.298634682115079,-9.87712190718592,5.23138446382149e-23,4.928219354405879e-21
AT5G64940,77.7222380717894,-2.23018238071234,0.22590082807859901,-9.87239577508932,5.48388961503403e-23,5.1410134099775396e-21
AT1G07720,96.9780712590008,3.00623599497931,0.305020070552388,9.85586289300586,6.46588812991592e-23,6.0323300272916095e-21
AT1G52230,1166.06267528711,-1.7262583432321,0.17521286166647,-9.852349461183712,6.69600889297203e-23,6.2169867183209495e-21
AT2G38530,278.716440743413,2.15974883636634,0.219392608345217,9.844218785019152,7.260104738715659e-23,6.7084757279462595e-21
AT1G13245,57.0088667004852,-3.67268438671884,0.373359586926964,-9.83685571582038,7.81140104932089e-23,7.183513193546909e-21
AT5G53450,65.8883498018304,3.06377255938223,0.311900898292872,9.822903929264651,8.97210289967815e-23,8.21181285301348e-21
AT5G11060,59.773371479036506,2.87062395741177,0.292664002071343,9.80859940783558,1.0339362651206498e-22,9.418574128306619e-21
AT2G15960,222.35240114073102,2.5549906616970803,0.260520544430925,9.80725212008958,1.0478305485560199e-22,9.50033030690794e-21
AT5G42800,54.25040677070021,3.8944840317467304,0.397255080404288,9.803484521288679,1.08767371424896e-22,9.815492882979441e-21
AT2G05100,1762.6410469001603,-2.68914432463611,0.274407568818186,-9.79981833670866,1.12788308478066e-22,1.0131013085248399e-20
AT2G40000,87.50365699238779,-3.06661474967951,0.31351886446765503,-9.781276654234231,1.35490583781166e-22,1.21138618239901e-20
AT4G09020,84.9248316108474,4.66640178460714,0.47858620723295503,9.75038919651885,1.83762398971776e-22,1.63540066771564e-20
AT5G52300,430.26222951294,11.6531990403058,1.1978775335984,9.72820569169525,2.28589409621401e-22,2.02500856816903e-20
AT5G63160,66.935674064343,-2.25681843686767,0.23215046003600198,-9.72136103679349,2.44491340650409e-22,2.15598939298662e-20
AT3G44100,161.968828236377,1.5448839224504598,0.15899864849474302,9.71633367375157,2.56864043458558e-22,2.25479927603258e-20
AT1G21500,332.06686063479196,-2.0841471058476104,0.21501198831772,-9.69316698177728,3.22374157266605e-22,2.81705417426818e-20
